"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070661","GO:0070661","leukocyte proliferation","49/1453","350/18870",3.31823699742191e-05,0.00440785342541254,0.00359604288557816,"IL20RB/IL18/LYN/IL6/CDKN1A/CLU/HLA-DMB/ZP3/SDC4/IMPDH2/TNFRSF1B/FOSL2/TNFRSF9/LIPA/PRDX2/CD22/CEBPB/NFKBIZ/TNFRSF4/HELLS/CD24/NPR3/LMBR1L/CORO1A/CD70/CX3CL1/SPN/HLA-DRB1/CSF2/FYN/EPHB2/ADA/TNFSF9/PKN1/CCL5/GREM1/DLG1/FKBP1B/CCDC88B/BTN2A2/P2RX7/HLA-A/CD81/F2RL1/ITCH/TNFRSF21/CD74/PAWR/JAK2",49
"GO:0007409","GO:0007409","axonogenesis","59/1453","448/18870",3.47840194983015e-05,0.00451559816759769,0.00368394388322921,"CRABP2/APLP1/MAP2/KIF5C/NOTCH3/SEMA3B/SEMA4D/NGFR/RELN/MAPT/SEMA6B/SEMA3C/ECE1/L1CAM/GDI1/PTK7/ACTBL2/TUBB2B/SLITRK5/CNTN1/APOE/ARHGAP35/STXBP1/ADAM17/APLP2/TIAM1/WDR47/SLITRK3/FEZ1/ROBO1/METRN/GLI2/NTN1/POU4F1/SNAP25/FLRT3/MEGF8/MAP1A/FYN/POTEF/EPHB2/PTPRM/SEMA3G/ARHGEF25/LHX2/DAG1/PALLD/NRCAM/UNC5A/BRSK2/CYFIP1/NTNG2/FBXO45/SEMA3A/HMCN2/EPHA6/CYFIP2/THY1/SEMA4A",59
"GO:0006979","GO:0006979","response to oxidative stress","54/1453","400/18870",3.75079809471275e-05,0.00476101304822205,0.00388415980474698,"H19/COL1A1/SOD2/MAPT/PDLIM1/ANKRD2/SLC23A2/IL6/FBLN5/HMOX1/GGT7/EGFR/HM13/TXNIP/GPR37L1/SIRT2/ABCC1/APOE/DHRS2/PINK1/ERMP1/HYAL1/PRDX2/PTGS1/CRYAB/SRXN1/PRKAA2/ATP13A2/G6PD/FYN/ARNT/PPARGC1B/UCP2/RHOB/SOD3/PNKP/FKBP1B/MYB/CYB5B/SLC1A1/PYCR1/MGAT3/ERN1/PNPLA8/ATP7A/ZNF277/GPR37/COX1/CYGB/PAWR/AGAP3/DHFR/JAK2/ZNF580",54
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","11/1453","35/18870",4.01662023768864e-05,0.00498759452123424,0.0040690109364411,"CTSV/LGMN/HLA-DMB/IFI30/HLA-DMA/HLA-DQB1/CTSF/HLA-DRB1/CD74/B2M/CTSE",11
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","63/1453","491/18870",4.23982127003348e-05,0.00515273597753857,0.0042037376847566,"NGFR/RELN/RRAS/OGT/CDKN1A/CYTH3/MRAS/CADM4/PSD3/F2RL2/ARRB1/GDI1/RAP1GAP/ARHGAP8/APOE/F2R/ARHGAP35/LIPA/CDC42SE1/HEG1/RGL3/TIAM1/ITGAV/CYTH1/AKAP13/DOCK5/ROBO1/TGM2/RALGAPA2/ARHGEF4/RASGRF1/NTN1/SGSM3/RHEBL1/ARL3/EPHB2/FGD2/RASGEF1B/KSR1/RUNDC3A/PLCE1/RHOV/ARHGEF25/RHOB/NISCH/ARFIP2/SH2D3C/RALGDS/RASIP1/F2RL1/RASA4/CBL/CYFIP1/RGL1/PREX1/GPR20/TNK2/NUP62/ARHGAP26/DOCK3/PLK2/DOCK6/RASGRP2",63
"GO:0006869","GO:0006869","lipid transport","59/1453","453/18870",4.79689393493913e-05,0.00559290746147306,0.0045628411712998,"CRABP2/LRP1/PLIN2/ABCA2/LIMA1/NPC1/ATP8B1/ANO9/RBP7/ERFE/PSAP/CLU/INHBA/SREBF2/ABCC1/CPT1A/APOE/ATP8B2/SPX/PITPNM3/ABCA5/LIPA/PLTP/PLA2G4A/ITGAV/P2RX4/KDM5B/PTGES/LIPC/PLSCR4/ABCA3/LYPLA1/SLC27A1/SCARB2/PRAP1/SLC66A2/ABCG4/UGCG/STRA6/APOBR/STARD10/MYB/OSBPL6/P2RX7/SCARB1/PNPLA8/KCNN4/ACSL1/NFKBIA/ABCB1/BMP6/SPNS3/NPC1L1/TEX2/TMEM41B/ABCB4/MSR1/BDKRB2/ATP10A",59
"GO:0016052","GO:0016052","carbohydrate catabolic process","28/1453","163/18870",4.7978372831264e-05,0.00559290746147306,0.0045628411712998,"OGDHL/HKDC1/GAA/MLXIPL/OGT/IER3/NEU1/FUT2/PRKAG2/NUPR1/FOXK2/LIPA/PYGL/NUDT5/PRKAA2/DHTKD1/SCARB2/ARNT/UCP2/HK1/P2RX7/MANBA/IDUA/BPGM/INSR/PPP1R3B/TKFC/IDS",28
"GO:0045807","GO:0045807","positive regulation of endocytosis","27/1453","155/18870",5.06290477658203e-05,0.00578386241676731,0.00471862725177445,"LRP1/SERPINE1/HIP1/TNF/RAB31/CLU/ARRB2/IL2RB/ARRB1/APOE/C3/CAMK1D/GAS6/TBC1D5/C4A/CALR/GREM1/CD14/F2RL1/INSR/CBL/SFRP4/RAB27A/B2M/MERTK/PLCG2/CD47",27
"GO:0033674","GO:0033674","positive regulation of kinase activity","47/1453","337/18870",5.2417424901993e-05,0.00587075158902322,0.00478951372633897,"TIE1/RELN/FGFR1/IL18/MAPT/TNF/TCIM/CDKN1A/CLU/CCN1/ERBB3/RASSF2/SASH1/AGAP2/EGFR/PRKAG2/CCND2/PDGFRB/EEF1A2/PINK1/MAPRE3/ADAM17/DLG4/EGR1/NEDD9/TNFRSF10B/CD24/MAP4K2/ROBO1/GAS6/HLA-DRB1/MMD/SRCIN1/IRGM/CCL5/CALM3/ERN1/TYRO3/FGFR3/INSR/EPHB4/PIH1D1/SLC8A2/CD74/MERTK/ADAM8/JAK2",47
"GO:1902075","GO:1902075","cellular response to salt","32/1453","199/18870",5.50898288348928e-05,0.00605140581355592,0.00493689619943462,"COL1A1/TUBA1A/LGMN/SLC25A23/CHRM4/CACNA1H/JUND/DLG4/EGR1/SYT1/AKR1C3/P2RX4/SYT12/PRKAA2/TGM2/CPNE7/FYN/CIB2/ACHE/CALR/RGS10/ADGRV1/CLIC4/CARF/P2RX7/SLC1A1/SYT8/RASA4/CLDN1/B2M/PLCG2/RASGRP2",32
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","22/1453","115/18870",5.82092552240909e-05,0.00610142612447585,0.00497770408614451,"SERPINE1/HIP1/ABCA2/CLU/ARRB2/ARRB1/ANKRD13B/C3/DNAJC6/USH1G/DLG4/ITGAV/TBC1D5/GREM1/WDR54/SH3GL3/INSR/CBL/SFRP4/TNK2/B2M/PLCG2",22
"GO:0030100","GO:0030100","regulation of endocytosis","42/1453","291/18870",5.85522985805016e-05,0.00610142612447585,0.00497770408614451,"LRP1/SERPINE1/HIP1/ABCA2/TNF/RAB31/CLU/ARRB2/IL2RB/ARRB1/ANKRD13B/APOE/C3/CD22/DNAJC6/USH1G/DLG4/RAB17/SCAMP5/CAMK1D/ITGAV/TGM2/GAS6/TBC1D5/C4A/CALR/GREM1/SLC17A7/WDR54/CD14/SCARB1/SH3GL3/F2RL1/INSR/CBL/SFRP4/RAB27A/TNK2/B2M/MERTK/PLCG2/CD47",42
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","13/1453","49/18870",6.02935970415438e-05,0.00610142612447585,0.00497770408614451,"CTSV/LGMN/HLA-DMB/IFI30/HLA-DMA/HLA-DQB1/CTSF/HLA-DRB1/HLA-A/CD74/MR1/B2M/CTSE",13
"GO:0071248","GO:0071248","cellular response to metal ion","32/1453","200/18870",6.08363452957783e-05,0.00610142612447585,0.00497770408614451,"TUBA1A/LGMN/HMOX1/EGFR/SLC25A23/SLC40A1/CACNA1H/JUND/EIF2AK3/SERPINF1/DLG4/SYT1/AKR1C3/P2RX4/SYT12/PRKAA2/CPNE7/ATP13A2/UCP2/CALR/ADGRV1/CLIC4/CARF/SLC1A1/ATP7A/SYT8/RASA4/BMP6/CLDN1/B2M/PLCG2/RASGRP2",32
"GO:0001667","GO:0001667","ameboidal-type cell migration","63/1453","497/18870",6.08860800236561e-05,0.00610142612447585,0.00497770408614451,"EPPK1/CRB2/LRG1/SEMA3B/SEMA4D/CTSH/GJA1/FGFR1/FAT2/PDLIM1/RRAS/TNF/ANXA6/SEMA6B/ADGRA2/ACVRL1/SEMA3C/LGMN/SASH1/AKAP12/HMOX1/SDC4/ITGB4/GLIPR2/LOXL2/FOLR1/APOE/ENPP2/TMEM201/ADAM17/HYAL1/PRCP/SERPINF1/HDAC5/NHERF1/EPB41L5/SRPX2/P2RX4/VHL/DOCK5/ROBO1/CORO1A/MEGF8/EVL/CCBE1/JUP/PTPRM/SEMA3G/RHOB/CALR/PKN1/GREM1/NR4A1/FSTL1/SCARB1/EPHB4/NRTN/CYGB/SEMA3A/PLCG2/PLK2/ZNF580/SEMA4A",63
"GO:0034599","GO:0034599","cellular response to oxidative stress","38/1453","255/18870",6.4896472306442e-05,0.00633513358519977,0.00516836878624491,"H19/SOD2/MAPT/ANKRD2/IL6/FBLN5/HMOX1/EGFR/HM13/GPR37L1/SIRT2/ABCC1/DHRS2/PINK1/ERMP1/PRDX2/SRXN1/PRKAA2/ATP13A2/G6PD/FYN/ARNT/PPARGC1B/RHOB/SOD3/MYB/SLC1A1/PYCR1/MGAT3/ERN1/PNPLA8/ATP7A/ZNF277/GPR37/PAWR/AGAP3/DHFR/ZNF580",38
"GO:0002062","GO:0002062","chondrocyte differentiation","22/1453","116/18870",6.66906692173592e-05,0.00633513358519977,0.00516836878624491,"ANXA6/SLC39A14/ACVRL1/EFEMP1/CREB3L2/LOXL2/FOSL2/CCN2/IFT80/EIF2AK3/WNT10B/COL27A1/SCIN/GREM1/MBOAT2/ECM1/PTH1R/FGFR3/ADAMTS12/BMP6/OSR2/CHST11",22
"GO:0007626","GO:0007626","locomotory behavior","32/1453","201/18870",6.71193523940762e-05,0.00633513358519977,0.00516836878624491,"ABCA2/SOD2/RELN/GAA/NPC1/ALDH1A3/C1QL1/NLGN2/TUBA1A/ARRB2/USP2/CCND2/ZNF385A/CNTN1/APOE/NEGR1/AGTPBP1/DLG4/EGR1/WDR47/ABAT/ADORA2A/SNAP25/GRIN2D/PAK6/TMOD1/CHD7/CACNB4/SLC1A1/ATP7A/GPR37/SCN1A",32
"GO:0019722","GO:0019722","calcium-mediated signaling","33/1453","210/18870",6.76546128671544e-05,0.00633513358519977,0.00516836878624491,"ADGRB2/CCL20/LAT2/MAPT/TNF/SAMD14/ADGRL1/ERBB3/PDGFRB/CXCL8/EIF2AK3/CD22/TMEM38A/TNNI3/P2RX4/RCAN3/AKAP5/GRIN2D/FHL2/ADA/IRGM/PLCE1/GSTM2/FKBP1B/P2RX7/CALM3/DMD/TRPM8/GRIN1/LMCD1/SLC8A2/PLCG2/NFATC1",33
"GO:0032535","GO:0032535","regulation of cellular component size","50/1453","370/18870",6.98719829476163e-05,0.00643723817091588,0.0052516683957402,"CRABP2/PLEKHH2/MAP2/ESAM/SEMA3B/LIMA1/SEMA4D/GSN/MAPT/RAB3B/SEMA6B/SEMA3C/L1CAM/GDI1/KDM1A/CYRIA/APOE/DEPTOR/WDTC1/ARHGAP35/PLS1/NHERF1/NTN1/CORO1A/ATP13A2/MEGF8/EVL/SHANK3/SCIN/CRACD/KANK3/SEMA3G/TMOD1/SPTBN5/TMOD2/DLG1/P2RX7/NPHS1/NRCAM/ATP7A/KCNN4/F2RL1/LRRC8E/CYFIP1/PREX1/SEMA3A/CYFIP2/TMSB15A/SEMA4A/MYADM",50
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","11/1453","37/18870",7.13196103588786e-05,0.00646631133920499,0.00527538705194245,"CTSV/LGMN/HLA-DMB/IFI30/HLA-DMA/HLA-DQB1/CTSF/HLA-DRB1/CD74/B2M/CTSE",11
"GO:0050708","GO:0050708","regulation of protein secretion","39/1453","266/18870",7.5086485351774e-05,0.00670146881764583,0.00546723471467605,"ANKRD1/TNF/BAIAP3/IL6/NLGN2/SAA1/F2RL2/CPT1A/APOE/WLS/RAB11FIP1/F2R/TIAM1/ABAT/ADORA2A/SNAP25/SYTL4/ATP13A2/HLA-DRB1/ACHE/PLA2G6/UCP2/CCL5/CYP51A1/NEUROD1/FKBP1B/P2RX7/SLC16A1/GNAZ/TM7SF3/KCNN4/F2RL1/BRSK2/SIDT2/LLGL2/BMP6/ADAM8/JAK2/TMEM132A",39
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","40/1453","276/18870",7.92473545062745e-05,0.006805917463495,0.00555244667014823,"SEMA4D/RELN/FGFR1/IL18/TNF/SRMS/LYN/IL6/GPRC5A/EFEMP1/ERBB3/CADM4/EGFR/PDGFRB/ENPP2/ADAM17/GFRA1/DLG4/NEDD9/PTK6/CSF2/FYN/SNX6/EPHB2/PECAM1/SRCIN1/PPP2R5B/CCL5/GREM1/ITGA5/TNFRSF18/FGFR3/INSR/CBL/CSPG4/BMP6/CD74/TNK2/JAK2/PLCG2",40
"GO:0034204","GO:0034204","lipid translocation","14/1453","57/18870",7.9831314785393e-05,0.006805917463495,0.00555244667014823,"ABCA2/ATP8B1/ANO9/ABCC1/ATP8B2/PLSCR4/ABCA3/SLC66A2/P2RX7/KCNN4/ABCB1/TMEM41B/ABCB4/ATP10A",14
"GO:0043113","GO:0043113","receptor clustering","14/1453","57/18870",7.9831314785393e-05,0.006805917463495,0.00555244667014823,"GSN/RELN/NLGN2/APOE/TNFAIP6/DLG4/ITGAL/SLITRK3/SHANK3/DLG1/CD81/CHRDL1/FZD9/THY1",14
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","28/1453","168/18870",8.31147568582001e-05,0.00698163957608881,0.00569580539645901,"SEMA4D/RELN/IL18/TNF/LYN/IL6/ERBB3/ENPP2/ADAM17/GFRA1/DLG4/NEDD9/PTK6/CSF2/FYN/PECAM1/SRCIN1/CCL5/GREM1/ITGA5/TNFRSF18/FGFR3/CSPG4/BMP6/CD74/TNK2/JAK2/PLCG2",28
"GO:0007599","GO:0007599","hemostasis","35/1453","231/18870",8.83881956057976e-05,0.00731700541014951,0.00596940567424662,"SERPINE1/PLAT/ENTPD2/LYN/CD9/IL6/SERPINF2/VKORC1/SAA1/TFPI2/F2RL2/ANXA8/AK3/ZNF385A/APOE/F2R/ADAMTS13/STXBP1/PRDX2/PLA2G4A/PROCR/DGKA/ADORA2A/SERPINA1/GAS6/EPHB2/MYL9/TYRO3/LMAN1/F2RL1/RAB27A/MERTK/JAK2/PLCG2/FBLN1",35
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","40/1453","278/18870",9.30335955722749e-05,0.00733956967714886,0.00598781419739386,"SEMA4D/RELN/FGFR1/IL18/TNF/SRMS/LYN/IL6/GPRC5A/EFEMP1/ERBB3/CADM4/EGFR/PDGFRB/ENPP2/ADAM17/GFRA1/DLG4/NEDD9/PTK6/CSF2/FYN/SNX6/EPHB2/PECAM1/SRCIN1/PPP2R5B/CCL5/GREM1/ITGA5/TNFRSF18/FGFR3/INSR/CBL/CSPG4/BMP6/CD74/TNK2/JAK2/PLCG2",40
"GO:0023061","GO:0023061","signal release","61/1453","484/18870",9.33415766117481e-05,0.00733956967714886,0.00598781419739386,"UNC13A/GJA1/ASIC1/TNF/LYN/BAIAP3/IL6/NLGN2/INHBA/F2RL2/GABBR1/CSPG5/CPT1A/WLS/RAB11FIP1/F2R/STXBP1/PINK1/DOC2A/PLA2G4A/TIAM1/SYT1/LIN7A/P2RX4/SYT12/ABAT/SLC44A4/KDM5B/TGM2/ADORA2A/PTGES/SNAP25/SYTL4/HLA-DRB1/SNPH/PLA2G6/UCP2/RIMS3/CCL5/NR4A1/NEUROD1/CHD7/FKBP1B/MYB/CACNB4/P2RX7/SLC16A1/GNAZ/TM7SF3/F2RL1/OXTR/SYT8/BRSK2/SIDT2/BMP6/FBXO45/JAK2/CPE/PREPL/TMEM132A/NAPB",61
"GO:0010232","GO:0010232","vascular transport","18/1453","87/18870",9.38005228347106e-05,0.00733956967714886,0.00598781419739386,"LRP1/ATP2A3/ABCA2/SLC29A4/SLC44A1/SLC38A3/ABCC1/APOE/SLC7A5/NHERF1/SLC27A1/SLC16A7/SLC1A1/SLC16A1/ABCB1/INSR/SLC8A2/SLC2A4",18
"GO:0150104","GO:0150104","transport across blood-brain barrier","18/1453","87/18870",9.38005228347106e-05,0.00733956967714886,0.00598781419739386,"LRP1/ATP2A3/ABCA2/SLC29A4/SLC44A1/SLC38A3/ABCC1/APOE/SLC7A5/NHERF1/SLC27A1/SLC16A7/SLC1A1/SLC16A1/ABCB1/INSR/SLC8A2/SLC2A4",18
"GO:0031346","GO:0031346","positive regulation of cell projection organization","48/1453","355/18870",9.53708501927433e-05,0.00736159859866148,0.00600578597159708,"CRABP2/SEMA4D/RELN/MAPT/LYN/L1CAM/GDI1/GRIP1/PTK7/KDM1A/TUBB2B/CNTN1/MARK4/APOE/NEGR1/ENPP2/ARHGAP35/PALM/SERPINF1/DLG4/TIAM1/CAMK1D/NEDD9/FEZ1/GPM6A/ROBO1/METRN/PTK6/NTN1/CX3CL1/MEGF8/NDNF/SCARB2/FYN/SERPINI1/EPHB2/PLCE1/PPP2R5B/FSCN1/FKBP1B/P2RX7/ANKRD27/DNM3/ATP7A/F2RL1/CYFIP1/AKIRIN1/TENM3",48
"GO:0046651","GO:0046651","lymphocyte proliferation","43/1453","307/18870",9.71080573981101e-05,0.00739574965144006,0.00603364729966924,"IL20RB/IL18/LYN/IL6/CDKN1A/HLA-DMB/ZP3/SDC4/IMPDH2/TNFRSF1B/FOSL2/TNFRSF9/LIPA/PRDX2/CD22/CEBPB/NFKBIZ/TNFRSF4/HELLS/CD24/LMBR1L/CORO1A/CD70/SPN/HLA-DRB1/FYN/EPHB2/ADA/TNFSF9/PKN1/CCL5/DLG1/FKBP1B/CCDC88B/BTN2A2/P2RX7/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/JAK2",43
"GO:0150063","GO:0150063","visual system development","52/1453","395/18870",0.000100164954791982,0.00747095322148601,0.00609500035226275,"COL5A1/CRB2/NES/ALDH1A3/COL4A1/ACVRL1/EFEMP1/INHBA/HDAC1/EGFR/SH3PXD2B/MFAP2/PDGFRB/BIRC7/FBN1/GDF11/ARHGAP35/FREM2/AGTPBP1/C3/SERPINF1/TGIF2/COL5A2/COL8A2/CRYAB/VHL/GPM6A/KDM5B/TBC1D32/LAMA1/ACHE/EPHB2/SDK1/PTPRM/STRA6/TMOD1/NEUROD1/CHD7/DLG1/LHX2/CLIC4/SLC17A7/SALL2/SLC1A1/PDE6B/CHRDL1/BMP6/TENM3/SMARCD3/OSR2/MERTK/THY1",52
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","40/1453","279/18870",0.000100711379211209,0.00747095322148601,0.00609500035226275,"CLDN4/CRB2/ESAM/FAT2/ADGRL1/ICAM1/PTPRF/CLDN16/L1CAM/CADM4/CLDN11/PTK7/PCDH10/PCDH7/LRRC4B/CDH24/CDH16/PCDH1/NECTIN2/ITGAL/SLITRK3/PCDHGB5/ROBO1/CX3CL1/FLRT3/PECAM1/SDK1/CEACAM19/PTPRM/ITGA5/CLSTN1/PALLD/HMCN1/PCDH20/NTNG2/TENM3/CLDN23/CLDN1/HMCN2/MYADM",40
"GO:1902074","GO:1902074","response to salt","49/1453","366/18870",0.000103765122585844,0.00759879974628642,0.00619930091346196,"COL1A1/SOD2/TNF/TUBA1A/LGMN/GDI1/TXNIP/SLC25A23/CHRM4/COL18A1/ADAMTS13/CACNA1H/JUND/MYRF/HDAC5/DLG4/TIAM1/EGR1/SYT1/AKR1C3/P2RX4/SYT12/ABAT/PRKAA2/TGM2/CPNE7/G6PD/FYN/CIB2/ACHE/SDK1/CALR/RGS10/ADGRV1/CLIC4/CARF/P2RX7/SLC1A1/CALM3/ATP7A/OXTR/SYT8/RASA4/CLDN1/IMPA2/B2M/DHFR/PLCG2/RASGRP2",49
"GO:0007596","GO:0007596","blood coagulation","34/1453","224/18870",0.000106840375293122,0.00772496485663687,0.00630222973248036,"SERPINE1/PLAT/ENTPD2/LYN/CD9/IL6/SERPINF2/VKORC1/SAA1/TFPI2/F2RL2/ANXA8/AK3/APOE/F2R/ADAMTS13/STXBP1/PRDX2/PLA2G4A/PROCR/DGKA/ADORA2A/SERPINA1/GAS6/EPHB2/MYL9/TYRO3/LMAN1/F2RL1/RAB27A/MERTK/JAK2/PLCG2/FBLN1",34
"GO:0031623","GO:0031623","receptor internalization","23/1453","128/18870",0.000109353551441444,0.0078045338334829,0.00636714419888486,"LRP1/HIP1/CD9/RAB31/ARRB2/ARRB1/ANKRD13B/CXCL8/CACNG8/DLG4/SNAP25/ACHE/TBC1D5/GREM1/CALCRL/WDR54/DNM3/CD81/ITCH/INSR/SFRP4/PLCG2/GRK4",23
"GO:0006879","GO:0006879","intracellular iron ion homeostasis","16/1453","73/18870",0.000110673536504222,0.0078045338334829,0.00636714419888486,"ERFE/SLC39A14/HMOX1/FTH1/SLC40A1/ATP13A2/SLC46A1/SLC11A2/SLC22A17/STEAP2/CYBRD1/FLVCR1/BMP6/B2M/CYB561A3/FRRS1",16
"GO:0051962","GO:0051962","positive regulation of nervous system development","41/1453","290/18870",0.000113489395226575,0.00790550518944142,0.00644951928970536,"CRABP2/SPINT1/SEMA4D/RELN/MAPT/TNF/THBS2/LYN/IL6/NLGN2/HDAC1/L1CAM/GDI1/KDM1A/TNFRSF1B/SLITRK5/LRRC4B/SLC7A5/MYRF/SERPINF1/SRPX2/TIAM1/SLITRK3/HAPLN3/ROBO1/TGM2/METRN/NTN1/CX3CL1/FLRT3/MEGF8/SHANK3/EPHB2/CLSTN1/DAG1/MYB/ANKRD27/OXTR/CYFIP1/SMARCD3/SEMA4A",41
"GO:0051180","GO:0051180","vitamin transport","13/1453","52/18870",0.000117345066180232,0.0080753832912462,0.00658811031813853,"SLC23A2/ABCC1/FOLR1/SLC52A3/SLC44A4/SLC27A1/SLC46A1/STRA6/SCARB1/AMN/NPC1L1/SLC2A4/TCN2",13
"GO:0051216","GO:0051216","cartilage development","32/1453","207/18870",0.000118755636635974,0.0080753832912462,0.00658811031813853,"COL1A1/ANXA6/SLC39A14/ACVRL1/EFEMP1/CCN1/BGN/THRA/CREB3L2/LOXL2/FOSL2/CCN2/IFT80/HYAL1/EIF2AK3/MATN3/LOC102724560/WNT10B/COL27A1/SCIN/GREM1/MBOAT2/ECM1/PTH1R/ATP7A/FGFR3/ADAMTS12/BMP6/BMP8B/OSR2/CHST11/CSGALNACT1",32
"GO:0044409","GO:0044409","entry into host","27/1453","163/18870",0.000122803995235132,0.00825242847980087,0.00673254844465548,"GSN/NPC1/TPCN1/ICAM1/EGFR/CXCL8/NECTIN2/ITGAV/TNFRSF4/TRIM22/LRRC15/CTSB/GAS6/HLA-DRB1/SCARB2/BSG/ITGA5/DAG1/SCARB1/CD81/TYRO3/XPR1/ITCH/INSR/CBL/CD74/CLDN1",27
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","54/1453","419/18870",0.000130018476873586,0.00863564581281309,0.00704518723524317,"PTAFR/LRG1/IL20RB/SEMA4D/NRARP/IL18/TNF/ASS1/LYN/IL6/ICAM1/HLA-DMB/ZP3/PODXL2/CD83/SDC4/CHST2/HLA-DMA/PRDX2/CEBPB/NFKBIZ/LOXL3/ITGAL/CD24/HLA-DQB1/ADORA2A/GLI2/CORO1A/CD70/WNT10B/SPN/HLA-DRB1/LAPTM5/FYN/ADA/PECAM1/TNFSF9/CCL5/ITGA5/DLG1/CCDC88B/BTN2A2/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/B2M/SMARCD3/ADAM8/JAK2/THY1/CD47",54
"GO:0032892","GO:0032892","positive regulation of organic acid transport","12/1453","46/18870",0.000137411353219527,0.00892563548985376,0.00728176844935548,"ERFE/SLC38A3/GABBR1/STXBP1/SLC7A5/PLA2G4A/P2RX4/ABAT/ADORA2A/PTGES/P2RX7/ACSL1",12
"GO:0042391","GO:0042391","regulation of membrane potential","56/1453","440/18870",0.000137509790459932,0.00892563548985376,0.00728176844935548,"CACNA1G/CNGB1/SOD2/GJA1/RELN/ASIC1/MAPT/TNF/FHL1/NLGN2/ARRB2/GABBR1/GRIN3B/CACNA1H/PINK1/LIPA/CHCHD10/KCNK2/KCNH3/DLG4/PIP5KL1/UBB/BCO2/P2RX4/ABAT/NETO1/ADORA2A/S1PR2/MYH14/GRID1/GRIA4/GRIN2D/SHANK3/JUP/UCP2/RIMS3/MFN1/MAPK8IP2/KCNN2/DLG1/FKBP1B/EHD3/CACNB4/P2RX7/PYCR1/NRCAM/CALM3/DMD/GRIN1/KCNN4/CACNA1D/SLC8A2/FZD9/HCN3/SCN1A/ATP1A3",56
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","25/1453","147/18870",0.000140567960497696,0.00902162011643637,0.00736007523504788,"H19/SOD2/MAPT/TNF/IER3/CDKN1A/FBLN5/SIRT2/PDGFRB/PINK1/PRDX2/PRCP/CRYAB/AKR1C3/BCO2/G6PD/FYN/NOXA1/RNF41/GRIN1/F2RL1/RAB27A/XDH/DHFR/PLCG2",25
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","13/1453","53/18870",0.000144637476449059,0.00917965850530028,0.00748900711391795,"SERPINE1/HIP1/CLU/ARRB2/ARRB1/C3/TBC1D5/GREM1/INSR/CBL/SFRP4/B2M/PLCG2",13
"GO:0001654","GO:0001654","eye development","51/1453","391/18870",0.000146699719015133,0.0092082285166422,0.00751231528143429,"COL5A1/CRB2/NES/ALDH1A3/COL4A1/ACVRL1/EFEMP1/INHBA/HDAC1/EGFR/SH3PXD2B/MFAP2/PDGFRB/BIRC7/FBN1/GDF11/ARHGAP35/FREM2/AGTPBP1/SERPINF1/TGIF2/COL5A2/COL8A2/CRYAB/VHL/GPM6A/KDM5B/TBC1D32/LAMA1/ACHE/EPHB2/SDK1/PTPRM/STRA6/TMOD1/NEUROD1/CHD7/DLG1/LHX2/CLIC4/SLC17A7/SALL2/SLC1A1/PDE6B/CHRDL1/BMP6/TENM3/SMARCD3/OSR2/MERTK/THY1",51
"GO:0070588","GO:0070588","calcium ion transmembrane transport","47/1453","352/18870",0.000151622238836468,0.00941376335036851,0.00767999601062977,"CACNA1G/ATP2A3/ASIC1/PLCB4/TPCN1/ANXA6/LYN/TSPAN13/SLC25A23/GRIN3B/SCN3A/F2R/CACNA1H/CACNG8/TMEM38A/CBARP/STAC3/ITGAV/P2RX4/CXCL10/GPM6A/CORO1A/CX3CL1/AKAP5/GRIN2D/GAS6/G6PD/FYN/MCUB/PLCE1/GSTM2/JPH1/CHD7/FKBP1B/CACNB4/P2RX7/CALM3/DMD/TRPM8/GRIN1/CACNA1D/SLC8A2/ATP2A1/PLCG2/SCN1A/THY1/SCN2A",47
"GO:0072578","GO:0072578","neurotransmitter-gated ion channel clustering","7/1453","17/18870",0.000154377459784328,0.00948176398159228,0.00773547271607493,"RELN/NLGN2/APOE/DLG4/SLITRK3/SHANK3/CHRDL1",7
"GO:1905952","GO:1905952","regulation of lipid localization","29/1453","183/18870",0.000156621730994361,0.00951612595945815,0.00776350612238707,"LRP1/PLIN2/ABCA2/TNF/IL6/ERFE/SREBF2/APOE/C3/ABCA5/PLTP/PLA2G4A/ITGAV/P2RX4/KDM5B/PTGES/ABCA3/PRAP1/HILPDA/ABCG4/MYB/OSBPL6/P2RX7/SCARB1/ACSL1/NFKBIA/BMP6/ABCB4/MSR1",29
