"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","86/1840","408/18870",3.8126172124338e-12,7.64838245794308e-10,6.71794619348767e-10,"AURKA/CDC20/FLII/CDCA8/PLK1/PRICKLE1/SPAG5/DHX37/KIF4A/MRTO4/EIF4ENIF1/TUBB/DAZAP2/EIF6/MRPS7/PRKAR1A/MSN/LZTS2/CFLAR/FASTKD2/ARHGEF5/CHMP3/EIF5/WDR62/KPNB1/CHMP6/WDR1/CCNB2/CSDE1/NIP7/CENPT/CNOT7/KIF23/ERAL1/AUP1/MRPL20/DLGAP5/MAPRE1/CAPRIN1/ASPM/STAG1/CENPX/TPX2/RACGAP1/INCENP/MPV17L2/UBAP2L/OBSL1/NEK2/BIRC5/XRCC5/POLDIP2/TUBGCP6/AAAS/PAN3/LOC102724159/FLNA/CENPF/CHMP4B/EZR/DDX6/CEP97/NDC80/RRS1/CSNK1D/LSM3/DBNL/ACTG1/CNOT6L/EIF1AX/CHMP4C/FLNC/INO80/CETN2/NOP2/CEP135/PLEC/RC3H1/KIAA0753/CNOT1/CNOT2/HSPA1A/YTHDF3/CIRBP/ABT1/CENPA",86
"GO:0007052","GO:0007052","mitotic spindle organization","41/1840","130/18870",4.58926324680148e-12,8.59263055242796e-10,7.54732520623106e-10,"CCNB1/VCP/AURKA/CDC20/CDCA8/PLK1/PRICKLE1/RAN/KIF4A/PSRC1/RAE1/CHMP3/WDR62/KPNB1/CHMP6/KIF23/NUDC/DLGAP5/STAG1/TPX2/TACC2/PCNT/RACGAP1/INCENP/NEK2/BIRC5/POLDIP2/AAAS/PTPA/FLNA/TACC3/BORA/CHMP4B/FAM110A/STMN1/CEP97/NDC80/SPC25/CHMP4C/HSPA1A/PARP3",41
"GO:0032543","GO:0032543","mitochondrial translation","41/1840","130/18870",4.58926324680148e-12,8.59263055242796e-10,7.54732520623106e-10,"MRPL9/MRPS15/RCC1L/MRPS7/FASTKD2/MRPL27/MRPL51/MRPL35/MRPL3/TACO1/MTIF2/MRPL11/MRPL20/PTCD3/MTG2/MRPS22/AURKAIP1/MRPL23/MRPS34/MRPL22/MPV17L2/GADD45GIP1/HARS1/MRPL55/WARS2/MRPL54/MRPL45/MRPL39/MRPS16/MRPL58/MRPL15/TRUB2/MRPS18C/LARS2/RPUSD4/MRPS35/MRPL38/GATB/EARS2/YARS2/MRPS11",41
"GO:0043484","GO:0043484","regulation of RNA splicing","50/1840","181/18870",5.85963430939815e-12,1.05451954307473e-09,9.26235787673001e-10,"RBM3/AHNAK2/RBM8A/HNRNPA1/AHNAK/HNRNPA2B1/WDR77/NCL/HNRNPL/HNRNPH1/RBM42/HNRNPH3/FUS/PTBP1/U2AF2/RBM5/PUF60/TAF6L/MBNL1/PRPF19/KHDRBS1/SRSF3/SF3B4/RPS26/DYRK1A/MAGOH/PRDX6/SRSF6/TADA2B/ZPR1/PRMT5/RBM22/PQBP1/HSPA8/POLR2A/PIK3R1/ATXN7/SON/SF3B3/TAF5L/RBM15/SFSWAP/ENY2/TAF9/RBFOX2/RBM12/HSPA1A/CIRBP/LARP7/RBM39",50
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","69/1840","298/18870",6.13860208729907e-12,1.05451954307473e-09,9.26235787673001e-10,"ANXA3/BRD8/HSP90AB1/TERF1/BABAM1/CLCF1/FOXM1/HNRNPA1/CD40/CCNA2/SMARCD1/HNRNPA2B1/CCT3/MCRS1/KAT5/HMGB1/SSBP1/FUS/CHTF8/STAT6/NBN/PML/HSP90AA1/CCT5/HNRNPD/CYP1B1/DBF4/EPC2/ARID1A/ARID2/DBF4B/BCAR3/EXOSC3/CCT6A/ACTR8/ZCWPW1/TRIM28/SMARCB1/GFER/NEK2/ACTB/XRCC5/RTEL1/EPC1/AKT1/WRN/PIAS4/WIZ/RUVBL2/CCT7/HNRNPAB/MAP2K4/DKC1/PBRM1/RUVBL1/INO80E/DMAP1/ATF1/INO80/BRPF3/INO80D/INO80B/TFPT/BCL7B/PARP3/DPF2/CTNNB1/ARID1B/CCT2",69
"GO:0022618","GO:0022618","protein-RNA complex assembly","59/1840","235/18870",6.19532578270718e-12,1.05451954307473e-09,9.26235787673001e-10,"HSP90AB1/SF3A1/MRTO4/EIF6/MRPS7/WDR77/FASTKD2/EIF5/CPSF6/YJU2/SNRPA1/RBM5/TSSC4/SNRPF/HSP90AA1/EIF3F/PUF60/AGO4/ERAL1/MRPL20/NOPCHAP1/PRPF19/SNRPC/SF3B4/DDX23/PRPF6/PRPF31/SRSF6/CD2BP2/XAB2/PRMT5/TARBP2/XRCC5/RUVBL2/LOC102724159/EIF3G/EIF3I/SF3B3/RUVBL1/ADAR/EIF3J/RRS1/PHF5A/SNRPB2/SART1/BUD13/DDX1/SNRNP200/AAR2/SFSWAP/TAF9/EIF3B/NOP2/SCAF11/HTATSF1/GEMIN5/DDX20/ABT1/COIL",59
"GO:0009615","GO:0009615","response to virus","87/1840","436/18870",6.04684972973531e-11,9.98975145056566e-09,8.77448442206483e-09,"NMI/PHB1/GBP1/LGALS8/GBP3/MX1/EIF5A/CD40/OAS2/BANF1/OAS1/HMGA2/IFIH1/RSAD2/DTX3L/DDX56/LAMTOR5/IFIT3/MAVS/ENO1/PPM1B/NPLOC4/ARMC5/MYD88/ITGB6/ATAD3A/CHMP3/EIF2AK4/ODC1/MX2/PML/HSP90AA1/CNOT7/CCT5/PARP9/TRIM21/CFL1/PSMA2/MLKL/SMPD1/IFI44/AUP1/DHX16/MICB/POLR3E/TRIM8/TRIM28/TARBP2/IRF9/PQBP1/IRF7/CARD8/HSPA8/GTF2F1/IFIT2/IFI16/ZMYND11/TRIM41/GPAM/IFIT1/ZCCHC3/TSPAN6/TRAF6/CARD9/UFD1/OAS3/AIMP1/STMN1/ADAR/TRIM27/DDX21/PLSCR1/ARF1/FOSL1/PHB2/DDX1/DDIT4/TRIM38/MUL1/UBQLN1/RNASEL/TRIM13/NLRP3/SAP30BP/TRIM44/IFI6/ABCF3",87
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","76/1840","362/18870",8.39929133271104e-11,1.34796626902394e-08,1.1839843150802e-08,"RBM3/PKP3/PLEKHN1/RBM8A/HNRNPA1/PABPC4/EIF4ENIF1/HNRNPA2B1/DCPS/WDR77/NCL/HNRNPL/PAIP1/VIM/RBM42/MYD88/FASTKD2/UPF1/IGF2BP1/FUS/PTBP1/U2AF2/RBM5/CSDE1/PUF60/CNOT7/HNRNPD/HNRNPC/CAPRIN1/PRPF19/KHDRBS1/SRSF3/SF3B4/PNPT1/DYRK1A/MAGOH/PRDX6/SRSF6/PRMT5/EXOSC3/YBX1/LARP1/AKT1/HSPA8/CNOT4/IREB2/SYNCRIP/PAN3/HNRNPAB/MAGOHB/SON/TBRG4/ZFP36L2/METTL3/FASTKD5/ANGEL2/NRDE2/RBM15/SFSWAP/CNOT6L/RNASEL/NBAS/ZC3H14/RBFOX2/KHSRP/RC3H1/ALKBH5/UPF3A/CNOT1/POLR2G/CNOT2/YTHDF3/CIRBP/CDK11B/LARP7/RBM39",76
"GO:0051983","GO:0051983","regulation of chromosome segregation","39/1840","131/18870",1.07333005082196e-10,1.64848646776602e-08,1.44794581756872e-08,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/SMARCD1/RCC2/ANAPC1/KAT5/ANAPC7/MAD1L1/DLGAP5/ARID1A/ARID2/INCENP/DYNC1LI1/IK/SMARCB1/BIRC5/ACTB/KIF2C/NCAPG2/ANAPC2/C9orf78/MKI67/ZW10/ESPL1/CENPF/TACC3/PBRM1/NDC80/BUB3/PLSCR1/SPC25/BCL7B/DPF2/ARID1B/GEN1",39
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","32/1840","94/18870",1.08588213116152e-10,1.64848646776602e-08,1.44794581756872e-08,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/SMARCD1/ANAPC1/ANAPC7/MAD1L1/DLGAP5/ARID1A/ARID2/INCENP/DYNC1LI1/IK/SMARCB1/BIRC5/ACTB/ANAPC2/ZW10/ESPL1/CENPF/TACC3/PBRM1/NDC80/BUB3/SPC25/BCL7B/DPF2/ARID1B/GEN1",32
"GO:0051028","GO:0051028","mRNA transport","38/1840","127/18870",1.57588602979266e-10,2.32940837614352e-08,2.04603263757291e-08,"RBM8A/HNRNPA1/ALYREF/HNRNPA2B1/RAE1/UPF1/IGF2BP1/MX2/NUP88/SMG5/DDX39A/MVP/PABPN1/SRSF3/NUP214/MAGOH/MCM3AP/NUP188/POM121/NUP107/NUP37/AAAS/POLDIP3/MAGOHB/GLE1/NDC1/ENY2/PARP11/PEG10/CETN2/SEH1L/KHSRP/NUP93/ALKBH5/UPF3A/ZC3H3/POM121C/SEC13",38
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","32/1840","97/18870",2.73763829155911e-10,3.94290109838142e-08,3.4632417469737e-08,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/SMARCD1/ANAPC1/ANAPC7/MAD1L1/DLGAP5/ARID1A/ARID2/INCENP/DYNC1LI1/IK/SMARCB1/BIRC5/ACTB/ANAPC2/ZW10/ESPL1/CENPF/TACC3/PBRM1/NDC80/BUB3/SPC25/BCL7B/DPF2/ARID1B/GEN1",32
"GO:0015931","GO:0015931","nucleobase-containing compound transport","54/1840","225/18870",2.96922220235983e-10,4.16953027766379e-08,3.66230117433171e-08,"RAN/RBM8A/HNRNPA1/ALYREF/HNRNPA2B1/RAE1/RIPK1/SLC35C2/UPF1/IGF2BP1/CPSF6/SLC35B1/KPNB1/MX2/NUP88/SMG5/DDX39A/MVP/SNUPN/PABPN1/NOL6/KHDRBS1/SRSF3/PNPT1/NUP214/MAGOH/MCM3AP/NUP188/POM121/NUP107/YBX1/NUP37/SLC25A5/AAAS/POLDIP3/ABCC4/MAGOHB/GLE1/NRDE2/NDC1/ENY2/PARP11/PEG10/SLC35D2/CETN2/SEH1L/KHSRP/NUP93/ALKBH5/UPF3A/SLC35C1/ZC3H3/POM121C/SEC13",54
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","31/1840","93/18870",3.86675288602421e-10,5.29745145385317e-08,4.65300918531335e-08,"MEPCE/PLK1/RAN/CCT3/DTX3L/MCRS1/LAMTOR5/MAVS/WWTR1/TESK1/YAP1/HSP90AA1/CCT5/PARP9/BAG3/CREBBP/CARD10/ZPR1/TRIM8/CCT6A/TRIM28/RBM22/AKT1/PIK3R1/CCT7/FLNA/DKC1/DMAP1/IPO5/LARP7/CCT2",31
"GO:0032204","GO:0032204","regulation of telomere maintenance","33/1840","104/18870",4.59100446057319e-10,5.86083455796354e-08,5.14785595854223e-08,"TERF1/HNRNPA1/HNRNPA2B1/CCT3/MCRS1/PIF1/NAT10/UPF1/EXOSC10/NBN/PML/SMG5/CCT5/HNRNPD/HNRNPC/CCT6A/ACTR8/NEK2/XRCC5/RTEL1/GNL3L/RUVBL2/CCT7/DKC1/RUVBL1/INO80E/TEN1/INO80/INO80D/INO80B/TFPT/CTNNB1/CCT2",33
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","33/1840","104/18870",4.59100446057319e-10,5.86083455796354e-08,5.14785595854223e-08,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/SMARCD1/ANAPC1/KAT5/ANAPC7/MAD1L1/DLGAP5/ARID1A/ARID2/INCENP/DYNC1LI1/IK/SMARCB1/BIRC5/ACTB/ANAPC2/ZW10/ESPL1/CENPF/TACC3/PBRM1/NDC80/BUB3/SPC25/BCL7B/DPF2/ARID1B/GEN1",33
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","33/1840","104/18870",4.59100446057319e-10,5.86083455796354e-08,5.14785595854223e-08,"UTP20/DHX37/MRPS7/RRP9/NAT10/EXOSC10/DNTTIP2/TSR1/ERAL1/NGDN/HEATR1/NOL6/EMG1/BMS1/NOB1/RPS19BP1/XRCC5/TSR3/TBL3/LSM6/SURF6/LOC102724159/NOP9/UTP18/LTV1/TSR2/KRR1/RRS1/NOL7/IMP4/PNO1/WDR3/ABT1",33
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","40/1840","143/18870",4.99682991315953e-10,6.23715413827046e-08,5.47839574338684e-08,"MEPCE/PLK1/RAN/SUMO3/MDFIC/CCT3/DTX3L/MCRS1/YWHAZ/LAMTOR5/MAVS/LZTS2/WWTR1/MTOR/LMNA/TESK1/YAP1/GLUL/HSP90AA1/CCT5/PARP9/BAG3/CREBBP/CARD10/ZPR1/TRIM8/CCT6A/TRIM28/RBM22/POLR1A/AKT1/FERMT1/PIK3R1/CCT7/FLNA/DKC1/DMAP1/IPO5/LARP7/CCT2",40
"GO:0050000","GO:0050000","chromosome localization","35/1840","116/18870",6.42239607054125e-10,7.84230407135439e-08,6.88827697542948e-08,"CCNB1/CDCA8/SPAG5/TERF1/PMF1/FAM83D/RCC2/KIF22/KAT5/MAD1L1/PSRC1/CHMP3/LMNA/KPNB1/CHMP6/NUDC/DLGAP5/MAPRE1/KIF14/KNSTRN/RACGAP1/INCENP/NEK2/BIRC5/KIF2C/ZW10/CENPF/CHMP4B/NDC80/BUB3/RRS1/SPC25/CHMP4C/SEH1L/ACTR3",35
"GO:0051310","GO:0051310","metaphase chromosome alignment","31/1840","96/18870",9.4498889688217e-10,1.1293622625079e-07,9.91973787163881e-08,"CCNB1/CDCA8/SPAG5/PMF1/FAM83D/RCC2/KIF22/KAT5/MAD1L1/PSRC1/CHMP3/KPNB1/CHMP6/NUDC/MAPRE1/KIF14/KNSTRN/RACGAP1/INCENP/NEK2/BIRC5/KIF2C/ZW10/CENPF/CHMP4B/NDC80/BUB3/RRS1/SPC25/CHMP4C/SEH1L",31
"GO:0016032","GO:0016032","viral process","83/1840","432/18870",1.14164191859695e-09,1.33595888682481e-07,1.17343764747016e-07,"PARP10/CAV1/VCP/HCFC1/PHB1/HSP90AB1/NRP1/MX1/RAN/MDFIC/PSMC3/OAS2/BANF1/OAS1/HMGA2/MON1B/IFIH1/RSAD2/DDX56/LAMTOR5/MAVS/HMGB1/PAIP1/KPNA2/ITGB6/CHMP3/EIF2AK4/CAV2/PTBP1/CHMP6/ITGB5/EIF3F/NOTCH1/CSDE1/CNOT7/PARP9/TRIM21/CTBP1/CFL1/SLC52A2/SMPD1/PPIA/CTSL/PRMT1/USF2/MGAT1/USF1/TRIM8/TRIM14/TRIM28/TARBP2/SMARCB1/PDCD6IP/LARP1/PPIH/IRF7/AKT1/HSPA8/PCBP1/IFI16/IFIT1/CHMP4B/GALNT1/OAS3/EIF3G/DDX6/AXL/ADAR/TRIM27/PLSCR1/CIITA/CCNK/TRIM38/SLC7A1/CHMP4C/EIF3B/NUCKS1/RNASEL/TRIM13/HTATSF1/VAPB/HSPA1A/LARP7",83
"GO:0045727","GO:0045727","positive regulation of translation","39/1840","141/18870",1.17275897296856e-09,1.34436472472743e-07,1.1808209036098e-07,"RBM3/EIF4G2/PKM/EIF5A/RCC1L/EIF6/PAIP1/VIM/FASTKD2/NAT10/MTOR/IGF2BP1/EIF2AK4/CSDE1/HNRNPD/CYP1B1/EIF5A2/KHDRBS1/PRMT1/PYM1/EIF4G1/MPV17L2/YBX1/LARP1/JMJD4/SYNCRIP/POLDIP3/USP16/EIF2B5/PPP1R15A/TRUB2/METTL3/RPUSD4/CDC123/UPF3A/POLR2G/YTHDF3/CIRBP/ERBB2",39
"GO:0051170","GO:0051170","import into nucleus","43/1840","166/18870",1.57627167912938e-09,1.77078360433395e-07,1.55536533896409e-07,"PRICKLE1/RAN/HNRNPA1/MDFIC/EIF4ENIF1/IPO4/MAVS/KPNA4/KPNA2/LMNA/KPNB1/TNPO1/PML/HSP90AA1/NUP88/NOTCH1/BAG3/IPO11/SNUPN/HTATIP2/CRY2/NUP214/ZPR1/NUP188/POM121/NUP107/TRIM28/RBM22/AKT1/FERMT1/PIK3R1/FLNA/CDAN1/DMAP1/TNPO3/PHB2/CSE1L/IPO5/NUP93/LRRK2/IPO8/POM121C/SEC13",43
"GO:0048285","GO:0048285","organelle fission","90/1840","488/18870",1.96007271657927e-09,2.1587702841227e-07,1.89615290456286e-07,"CCNB1/AURKA/CDC20/CDCA8/PLK1/BUB1/PRICKLE1/SPAG5/TERF1/SPHK1/RAN/KIF4A/CDC25B/UBE2C/BANF1/PPP2R1A/PSMD13/KIF22/KAT5/PTTG1/ANAPC7/MAD1L1/PSRC1/CHMP3/CAV2/KPNB1/NSFL1C/CHMP6/CORO1C/CCNB2/KIF23/AGO4/KIF18B/NUDC/DLGAP5/MAPRE1/ASPM/STAG1/CENPX/KIF14/FIS1/KNSTRN/PEX19/AURKAIP1/TPX2/MIEF2/RACGAP1/INCENP/PRMT5/DYNC1LI1/ZCWPW1/FANCD2/IK/OBSL1/NEK2/BIRC5/REEP4/KIF2C/NCAPG2/POLDIP2/C9orf78/AAAS/MKI67/USP16/ZW10/ESPL1/FLNA/CENPF/BORA/CHMP4B/BTC/CEP97/NDC80/BUB3/RRS1/VPS35/PHB2/OPA1/SPC25/MUL1/NDC1/CHMP4C/INO80/SEH1L/LRRK2/NIPBL/ACTR3/HSPA1A/UBE2I/GEN1",90
"GO:0051168","GO:0051168","nuclear export","43/1840","168/18870",2.34698146287321e-09,2.49604315829299e-07,2.19239606887348e-07,"RAPGEF3/ANP32B/RAN/RBM8A/HNRNPA1/ALYREF/EIF4ENIF1/HNRNPA2B1/EIF6/LZTS2/RAE1/UPF1/CPSF6/NUP88/SMG5/DDX39A/BAG3/PABPN1/NOL6/KHDRBS1/SRSF3/NUP214/MAGOH/MCM3AP/NUP188/POM121/NUP107/RBM22/POLDIP3/NOP9/MAGOHB/LTV1/ABCE1/TXN/GLE1/NRDE2/SMURF1/ENY2/CSE1L/NUP93/ALKBH5/UBE2I/POM121C",43
"GO:0000723","GO:0000723","telomere maintenance","41/1840","156/18870",2.36232510425007e-09,2.49604315829299e-07,2.19239606887348e-07,"HSP90AB1/TERF1/HNRNPA1/HNRNPA2B1/CCT3/MCRS1/PIF1/NAT10/UPF1/EXOSC10/NHP2/NBN/PML/HSP90AA1/SMG5/CCT5/HNRNPD/HNRNPC/XRCC6/CCT6A/ACTR8/NEK2/XRCC5/RTEL1/GNL3L/WRN/TFIP11/RUVBL2/CCT7/DKC1/RUVBL1/INO80E/TEN1/INO80/TELO2/INO80D/INO80B/TFPT/PARP3/CTNNB1/CCT2",41
"GO:1901873","GO:1901873","regulation of post-translational protein modification","61/1840","284/18870",2.42446435726367e-09,2.49604315829299e-07,2.19239606887348e-07,"PARP10/CAV1/VCP/HCFC1/CDC20/NMI/PLK1/HSP90AB1/PRICKLE1/SPHK1/UBE2C/DTX3L/MCRS1/RBX1/UBE2L3/HSPBP1/TCF25/SKP1/PEF1/U2AF2/HSP90AA1/PHF23/TRIM21/DNAJA1/DCUN1D5/PPIA/CENPX/TGFBR1/DERL1/SET/TADA2B/COPS9/PSMD10/BAG2/GNL3L/AKT1/PIAS4/COMMD1/MYBBP1A/TRAF6/AIMP2/SUV39H1/PRKCE/DCUN1D4/COPS3/DDX21/WDR5/BEX3/MUL1/UBQLN1/KANSL2/COPS5/LRRK2/TRIM44/TADA2A/NELFE/HSPA1A/SPRY2/NFYC/CTNNB1/UBE2I",61
"GO:0006401","GO:0006401","RNA catabolic process","73/1840","367/18870",2.44405151693278e-09,2.49604315829299e-07,2.19239606887348e-07,"PKP3/PLEKHN1/RBM8A/MRTO4/PABPC4/POP1/OAS2/EIF4ENIF1/DCPS/RNH1/PAIP1/VIM/MYD88/FASTKD2/UPF1/IGF2BP1/EXOSC10/FUS/ELAC2/CSDE1/SMG5/CNOT7/AGO4/HNRNPD/HNRNPC/SMG9/CAPRIN1/PNPT1/MTREX/MAGOH/LSM5/PYM1/ZPR1/EXOSC3/YBX1/ZHX2/LARP1/AKT1/CNOT4/IREB2/SYNCRIP/LSM6/PAN3/SLFN12/HNRNPAB/MAGOHB/RNASET2/DKC1/TBRG4/ZFP36L2/METTL3/FASTKD5/ANGEL2/SMG8/NUDT16/PPP1R8/NRDE2/CNOT6L/METTL1/LSM7/RNASEL/NBAS/ZC3H14/KHSRP/RC3H1/ALKBH5/UPF3A/CNOT1/POLR2G/CNOT2/HSPA1A/YTHDF3/CIRBP",73
"GO:0071897","GO:0071897","DNA biosynthetic process","47/1840","194/18870",3.00317545283373e-09,3.01229223545841e-07,2.64584273447965e-07,"PARP10/VCP/PHB1/JADE2/HSP90AB1/TERF1/SPHK1/HNRNPA1/CCNA2/HNRNPA2B1/POLE4/CCT3/PIF1/POLE3/PARP4/NAT10/EXOSC10/CHTF8/NHP2/HSP90AA1/SMG5/CCT5/TYMS/POLG/HNRNPD/CYP1B1/HNRNPC/ING5/NIBAN2/DNAJC2/CCT6A/GFER/NEK2/XRCC5/GNL3L/WRN/POLDIP2/CCT7/CENPF/CHRAC1/DKC1/POLQ/TEN1/TELO2/PARP3/CTNNB1/CCT2",47
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","29/1840","90/18870",3.45295858942124e-09,3.4026786661016e-07,2.98873811793488e-07,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/SMARCD1/ANAPC7/MAD1L1/DLGAP5/ARID1A/ARID2/INCENP/DYNC1LI1/IK/SMARCB1/BIRC5/ACTB/ZW10/ESPL1/CENPF/PBRM1/NDC80/BUB3/SPC25/BCL7B/DPF2/ARID1B/GEN1",29
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","25/1840","70/18870",3.78290082640143e-09,3.66354378308566e-07,3.21786863400064e-07,"TERF1/HNRNPA1/HNRNPA2B1/CCT3/MCRS1/NBN/PML/CCT5/HNRNPD/CCT6A/ACTR8/NEK2/XRCC5/RTEL1/RUVBL2/CCT7/DKC1/RUVBL1/INO80E/INO80/INO80D/INO80B/TFPT/CTNNB1/CCT2",25
"GO:0051303","GO:0051303","establishment of chromosome localization","32/1840","108/18870",5.66037324549164e-09,5.38886720676721e-07,4.73330408592673e-07,"CCNB1/CDCA8/SPAG5/TERF1/PMF1/FAM83D/RCC2/KIF22/KAT5/MAD1L1/PSRC1/CHMP3/KPNB1/CHMP6/NUDC/MAPRE1/KIF14/KNSTRN/RACGAP1/INCENP/NEK2/BIRC5/KIF2C/ZW10/CENPF/CHMP4B/NDC80/BUB3/RRS1/SPC25/CHMP4C/SEH1L",32
"GO:0051656","GO:0051656","establishment of organelle localization","86/1840","469/18870",5.95673690870575e-09,5.57649853603337e-07,4.89810980545682e-07,"CCNB1/EXOC7/CDCA8/PLK1/SPAG5/TERF1/RAN/PMF1/LMNB1/AP1M2/EIF6/YWHAZ/FAM83D/LAT/RCC2/KIF22/KAT5/DYNC1I1/MAD1L1/RAB11B/PSRC1/PEF1/CHMP3/LMNA/TESK1/ARFGAP2/HGS/KPNB1/NSFL1C/TRAPPC2L/S100A13/CHMP6/NUP88/CFL1/NUDC/MAPRE1/EXOC3/SAPCD2/KIF14/KNSTRN/RACGAP1/INCENP/WDR11/SAR1B/PDCD6IP/TRAPPC13/NEK2/BIRC5/KIF2C/HSBP1/GPR143/ARHGAP21/AP3M1/ZW10/ESPL1/CENPF/NOP9/TRAPPC10/CHMP4B/EZR/LTV1/FHOD1/ABCE1/NDC80/BUB3/RRS1/TRAPPC8/CSNK1D/BLOC1S2/YKT6/OPA1/STARD3NL/SPC25/CHMP4C/UXT/PEX14/SEH1L/UCHL1/BORCS8/COPS5/LRRK2/FER/SPRY2/DOCK7/CTNNB1/CENPA",86
"GO:0006405","GO:0006405","RNA export from nucleus","29/1840","92/18870",6.09639159668358e-09,5.61367731124125e-07,4.93076573143329e-07,"RAN/RBM8A/HNRNPA1/ALYREF/HNRNPA2B1/RAE1/UPF1/CPSF6/NUP88/SMG5/DDX39A/PABPN1/NOL6/KHDRBS1/SRSF3/NUP214/MAGOH/MCM3AP/NUP188/POM121/NUP107/POLDIP3/MAGOHB/GLE1/NRDE2/ENY2/NUP93/ALKBH5/POM121C",29
"GO:0000280","GO:0000280","nuclear division","82/1840","441/18870",6.98602596143096e-09,6.32911416538028e-07,5.55916870649014e-07,"CCNB1/AURKA/CDC20/CDCA8/PLK1/BUB1/PRICKLE1/SPAG5/TERF1/SPHK1/RAN/KIF4A/CDC25B/UBE2C/BANF1/PPP2R1A/PSMD13/KIF22/KAT5/PTTG1/ANAPC7/MAD1L1/PSRC1/CHMP3/CAV2/KPNB1/NSFL1C/CHMP6/CCNB2/KIF23/AGO4/KIF18B/NUDC/DLGAP5/MAPRE1/ASPM/STAG1/CENPX/KIF14/KNSTRN/AURKAIP1/TPX2/RACGAP1/INCENP/PRMT5/DYNC1LI1/ZCWPW1/FANCD2/IK/OBSL1/NEK2/BIRC5/REEP4/KIF2C/NCAPG2/POLDIP2/C9orf78/AAAS/MKI67/USP16/ZW10/ESPL1/FLNA/CENPF/BORA/CHMP4B/BTC/CEP97/NDC80/BUB3/RRS1/PHB2/SPC25/NDC1/CHMP4C/INO80/SEH1L/NIPBL/ACTR3/HSPA1A/UBE2I/GEN1",82
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","29/1840","93/18870",8.04037485409866e-09,7.16869611991622e-07,6.2966143594253e-07,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/SMARCD1/ANAPC7/MAD1L1/DLGAP5/ARID1A/ARID2/INCENP/DYNC1LI1/IK/SMARCB1/BIRC5/ACTB/ZW10/ESPL1/CENPF/PBRM1/NDC80/BUB3/SPC25/BCL7B/DPF2/ARID1B/GEN1",29
"GO:0006282","GO:0006282","regulation of DNA repair","49/1840","215/18870",1.20602919685387e-08,1.05847906230128e-06,9.29713625929952e-07,"BRD8/BABAM1/FOXM1/SMARCD1/HMGA2/MCRS1/KAT5/HMGB1/CUL4A/OTUB1/FUS/PML/TAF6L/EPC2/CYREN/ARID1A/ARID2/TADA2B/ACTR8/ZCWPW1/TRIM28/SMARCB1/ACTB/RTEL1/EPC1/PIAS4/TFIP11/RUVBL2/ATXN7/POLQ/PBRM1/SF3B3/RUVBL1/INO80E/PPP4R3B/DMAP1/TAF5L/ENY2/TAF9/INO80/INO80D/INO80B/TFPT/BCL7B/PARP3/OGG1/PPP4R2/DPF2/ARID1B",49
"GO:0006402","GO:0006402","mRNA catabolic process","63/1840","310/18870",1.28696275982526e-08,1.11213381875976e-06,9.7684120733619e-07,"PKP3/PLEKHN1/RBM8A/MRTO4/PABPC4/EIF4ENIF1/DCPS/RNH1/PAIP1/VIM/MYD88/FASTKD2/UPF1/IGF2BP1/EXOSC10/FUS/CSDE1/SMG5/CNOT7/AGO4/HNRNPD/HNRNPC/SMG9/CAPRIN1/PNPT1/MAGOH/LSM5/PYM1/EXOSC3/YBX1/ZHX2/LARP1/AKT1/CNOT4/IREB2/SYNCRIP/LSM6/PAN3/HNRNPAB/MAGOHB/TBRG4/ZFP36L2/METTL3/FASTKD5/ANGEL2/SMG8/NUDT16/NRDE2/CNOT6L/LSM7/RNASEL/NBAS/ZC3H14/KHSRP/RC3H1/ALKBH5/UPF3A/CNOT1/POLR2G/CNOT2/HSPA1A/YTHDF3/CIRBP",63
