"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","60/3292","196/18870",4.12843511602918e-06,0.000341999573795183,0.000279890868601165,"GJA1/TNF/TNFRSF1A/CD40/S100A4/LAMTOR5/RBX1/HMOX1/CUL1/MAVS/GAPDH/MYD88/CFLAR/IRAK1/WLS/RIPK1/F2R/S100A13/LTBR/PINK1/RHOC/TRIM21/CANT1/TNFRSF10B/AKAP13/TRIM22/CXXC5/LITAF/TRIM8/CX3CL1/SHISA5/AJUBA/HLA-DRB1/FYN/MIB2/TMEM101/TSPAN6/FLNA/TRAF6/ECM1/CARD9/PRKCE/DDX21/REL/F2RL1/DDX1/SECTM1/TRIM38/MUL1/ATP2C1/CASP10/CD74/TRIM13/NUP62/CCDC22/CC2D1A/CASP8/PLK2/CTNNB1/UBE2I",60
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","60/3292","196/18870",4.12843511602918e-06,0.000341999573795183,0.000279890868601165,"USP5/CAV1/VCP/AURKA/CDC20/PSMC1/PLK1/HSP90AB1/PSMC6/PRICKLE1/PSMC4/PSMD14/NKD2/OGT/PSMC5/PSMC3/CLU/ZFAND2A/HFE/RBX1/SIRT2/NUPR1/HSPBP1/APOE/BCAP31/PSMC2/PINK1/TMTC3/KEAP1/CSNK1E/PBK/RNF144A/UBB/PSME2/WNT10B/TLK2/PSMD10/MAP1A/BAG2/AKT1/USP14/PSMF1/COMMD1/CCAR2/TRIM39/ECSCR/CAMLG/DDRGK1/NUDT15/ARAF/CSNK1D/UBQLN1/TAF9/UBQLN2/USP25/PSME3IP1/PHF20L1/LRRK2/HECTD1/HSPA1A",60
"GO:0019080","GO:0019080","viral gene expression","37/3292","102/18870",4.15804952942472e-06,0.000341999573795183,0.000279890868601165,"PARP10/MGAT5/MDFIC/PSMC3/HMGA2/MON1B/HDAC1/PAIP1/ST6GALNAC3/EIF2AK4/PTBP1/EIF3F/CSDE1/PARP9/TRIM21/PRMT1/USF2/MGAT1/ST6GALNAC4/USF1/TRIM8/TRIM14/TARBP2/MGAT4C/SMARCB1/MGAT4A/CCL5/GALNT1/EIF3G/TRIM27/EIF3B/NUCKS1/TRIM13/SHFL/HPN/ST3GAL2/LARP7",37
"GO:0032535","GO:0032535","regulation of cellular component size","99/3292","370/18870",4.24305683846112e-06,0.000344459068795071,0.000281903707927834,"CRABP2/PLEKHH2/MAP2/EIF4G2/FLII/ESAM/SEMA3B/LIMA1/SEMA4D/GSN/PFN1/MAPT/NRP1/RAB3B/SEMA6B/SEMA3C/L1CAM/SPP1/LAMTOR5/RAB21/GDI1/MSN/KDM1A/KCNMA1/CYRIA/APOE/DEPTOR/WDTC1/CHMP3/MTOR/AKT1S1/ARHGAP35/SEMA6A/RPTOR/BAIAP2/WDR1/PLS1/HSP90AA1/NHERF1/WASHC2C/AP2M1/HP1BP3/NTN1/CORO1A/RASA1/ATP13A2/MEGF8/EVL/SHANK3/SCIN/NCKAP1/DIP2B/ANAPC2/CRACD/KANK3/CLN8/SEMA3G/TMOD1/RIN3/KANK1/SPTBN5/EFNA5/TMOD2/PPP1R15A/PRKCE/DLG1/EZR/MACF1/ARPC5/P2RX7/NPHS1/ARFGEF1/GBA2/NRCAM/SEMA4C/CAPZA1/BLOC1S2/PFN2/ATP7A/KCNN4/SMURF1/ABCB8/F2RL1/LRRC8E/ARPC3/CYFIP1/PREX1/RILP/ADD1/VASP/BORCS8/SEMA3A/FER/CYFIP2/TMSB15A/PPP1CA/TMSB10/SEMA4A/MYADM",99
"GO:0045739","GO:0045739","positive regulation of DNA repair","44/3292","130/18870",4.55088330312717e-06,0.00036471245548523,0.000298478985873118,"BRD8/BABAM1/FOXM1/SMARCD1/MCRS1/EGFR/KAT5/HMGB1/FUS/EPC2/ARID1A/ARID2/FANCB/FAM168A/RNF168/ACTR8/ZCWPW1/TRIM28/SMARCB1/ACTB/EPC1/PIAS4/RUVBL2/ABRAXAS1/PNKP/BABAM2/KMT5C/PRKDC/PBRM1/RUVBL1/INO80E/DMAP1/FMN2/SPIRE1/INO80/DDX11/INO80D/INO80B/SMARCD3/TFPT/BCL7B/PARP3/DPF2/ARID1B",44
"GO:0030198","GO:0030198","extracellular matrix organization","88/3292","321/18870",5.04630577768602e-06,0.000398226251583324,0.000325906521515708,"OLFML2A/TIE1/COL5A1/LRP1/CAV1/APLP1/COL1A1/SPINT1/COL9A2/PRICKLE1/TNF/TNFRSF1A/IL6/CTSV/SERPINH1/MMP15/COL7A1/COL4A1/FBLN5/SERPINF2/CCN1/MMP17/ADAMTSL4/SPINT2/RECK/SH3PXD2B/TNFRSF1B/NID2/CFLAR/LOXL2/MMP11/COL18A1/ADAMTS13/COL14A1/ST7/COL4A2/CAV2/FKBP10/EFEMP2/VWA1/NOTCH1/PAPLN/COL4A5/MATN3/PHLDB1/ELF3/ANXA2/RIC8A/HAS3/CYP1B1/COL5A2/COL8A1/COL8A2/LOXL3/ADAMTS1/P4HA1/TGFBR1/VHL/PLOD3/MATN2/COL27A1/GAS6/COL22A1/NDNF/LAMA1/ENG/ADAMTS6/MMP24/FERMT1/FSCN1/COL9A3/GREM1/DAG1/NPHS1/MMP3/ADAMTS9/HMCN1/CST3/LOXL4/ATP7A/ADAMTS10/ADAMTS12/MPZL3/HPN/ADAM8/LCP1/FBLN1/CSGALNACT1",88
"GO:0052547","GO:0052547","regulation of peptidase activity","86/3292","312/18870",5.09648058337321e-06,0.000398226251583324,0.000325906521515708,"CLDN4/TIMP2/LRP1/CAV1/SERPINE1/ATP2A3/VCP/CRB2/HIP1/CTSH/SERPINE2/NGFR/GSN/MAPT/TNF/ANP32B/CD44/LYN/CTSV/SERPINH1/SERPINB8/SERPINF2/ARL6IP1/LGMN/ANXA8L1/HDAC1/LAMTOR5/SERPINA6/HSPE1/RECK/HMGB1/ANXA8/GAPDH/F2R/HSPD1/ARL6IP5/BCAP31/NCSTN/PINK1/DELE1/EIF2AK3/FAS/SERPINF1/APH1A/PSENEN/PERP/CTSL/FIS1/PSMB8/ROBO1/NLRP1/PSME2/SERPINA1/CSTA/GAS6/ATP13A2/LAPTM5/FYN/SERPINI1/AKT1/CARD8/USP47/IFI16/ECM1/CARD9/DDRGK1/SERPINB6/CST3/GRIN1/PRELID1/SERPINB7/MUL1/SERPINB1/PIH1D1/PSMA3/CASP8AP2/SPOCK1/CASP10/NLRP3/XDH/PDCD5/FAM162A/JAK2/IFI6/CYFIP2/CASP8",86
"GO:0043062","GO:0043062","extracellular structure organization","88/3292","322/18870",5.77292170992948e-06,0.000445512760602089,0.000364605581679757,"OLFML2A/TIE1/COL5A1/LRP1/CAV1/APLP1/COL1A1/SPINT1/COL9A2/PRICKLE1/TNF/TNFRSF1A/IL6/CTSV/SERPINH1/MMP15/COL7A1/COL4A1/FBLN5/SERPINF2/CCN1/MMP17/ADAMTSL4/SPINT2/RECK/SH3PXD2B/TNFRSF1B/NID2/CFLAR/LOXL2/MMP11/COL18A1/ADAMTS13/COL14A1/ST7/COL4A2/CAV2/FKBP10/EFEMP2/VWA1/NOTCH1/PAPLN/COL4A5/MATN3/PHLDB1/ELF3/ANXA2/RIC8A/HAS3/CYP1B1/COL5A2/COL8A1/COL8A2/LOXL3/ADAMTS1/P4HA1/TGFBR1/VHL/PLOD3/MATN2/COL27A1/GAS6/COL22A1/NDNF/LAMA1/ENG/ADAMTS6/MMP24/FERMT1/FSCN1/COL9A3/GREM1/DAG1/NPHS1/MMP3/ADAMTS9/HMCN1/CST3/LOXL4/ATP7A/ADAMTS10/ADAMTS12/MPZL3/HPN/ADAM8/LCP1/FBLN1/CSGALNACT1",88
"GO:0045229","GO:0045229","external encapsulating structure organization","88/3292","323/18870",6.59655601730858e-06,0.000502866727612146,0.000411543802877018,"OLFML2A/TIE1/COL5A1/LRP1/CAV1/APLP1/COL1A1/SPINT1/COL9A2/PRICKLE1/TNF/TNFRSF1A/IL6/CTSV/SERPINH1/MMP15/COL7A1/COL4A1/FBLN5/SERPINF2/CCN1/MMP17/ADAMTSL4/SPINT2/RECK/SH3PXD2B/TNFRSF1B/NID2/CFLAR/LOXL2/MMP11/COL18A1/ADAMTS13/COL14A1/ST7/COL4A2/CAV2/FKBP10/EFEMP2/VWA1/NOTCH1/PAPLN/COL4A5/MATN3/PHLDB1/ELF3/ANXA2/RIC8A/HAS3/CYP1B1/COL5A2/COL8A1/COL8A2/LOXL3/ADAMTS1/P4HA1/TGFBR1/VHL/PLOD3/MATN2/COL27A1/GAS6/COL22A1/NDNF/LAMA1/ENG/ADAMTS6/MMP24/FERMT1/FSCN1/COL9A3/GREM1/DAG1/NPHS1/MMP3/ADAMTS9/HMCN1/CST3/LOXL4/ATP7A/ADAMTS10/ADAMTS12/MPZL3/HPN/ADAM8/LCP1/FBLN1/CSGALNACT1",88
"GO:0006364","GO:0006364","rRNA processing","66/3292","225/18870",6.98106749553762e-06,0.00052576690258561,0.000430285200105426,"UTP20/DHX37/EBNA1BP2/MRTO4/EIF6/DDX56/RRP9/NAT10/EXOSC10/PWP1/NHP2/DROSHA/TSR1/WDR74/POP4/PES1/NGDN/HEATR1/TRMT2B/NOL6/RRP1/RIOK3/MTREX/EMG1/RPP30/PA2G4/NOL8/EXOSC3/BMS1/BUD23/DDX10/RRP15/NOB1/TSR3/LAS1L/URB1/TBL3/LSM6/LOC102724159/DDX18/NOP9/NSUN4/UTP18/SUV39H1/CHD7/NSA2/DDX54/DKC1/TSR2/PRKDC/KRR1/RRS1/DDX21/NUDT16/RPUSD4/SART1/IMP4/WDR3/PIH1D1/NOP2/RNASEL/NOL9/DDX27/WDR18/ABT1/NOC4L",66
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","28/3292","70/18870",7.1087176596045e-06,0.000529007072502235,0.000432936940171402,"TERF1/HNRNPA1/HNRNPA2B1/CCT3/MCRS1/NBN/PML/CCT5/ATRX/HNRNPD/CCT6A/ACTR8/NEK2/XRCC5/RTEL1/RUVBL2/CCT7/PNKP/DKC1/RUVBL1/INO80E/INO80/INO80D/INO80B/GNL3/TFPT/CTNNB1/CCT2",28
"GO:0050000","GO:0050000","chromosome localization","40/3292","116/18870",7.28027816781959e-06,0.000531663260179776,0.000435110751875272,"CCNB1/CDCA8/SPAG5/TERF1/PMF1/FAM83D/RCC2/SIRT2/KIF22/KAT5/MAD1L1/PSRC1/CHMP3/LMNA/KPNB1/CHMP6/NUDC/DLGAP5/MAPRE1/KIF14/KNSTRN/RACGAP1/INCENP/NEK2/BIRC5/KIF2C/ABRAXAS1/ZW10/CENPF/CHMP4B/NDC80/BUB3/RRS1/FMN2/SPC25/CHMP4C/SEH1L/NUP62/ACTR3/SUN1",40
"GO:0051017","GO:0051017","actin filament bundle assembly","51/3292","161/18870",7.31451613749172e-06,0.000531663260179776,0.000435110751875272,"RAPGEF3/LIMA1/PFN1/NRP1/PDLIM1/MET/ASAP3/SERPINF2/ARRB1/SDC4/LIMD2/ZYX/CORO1B/ARHGEF5/CCN2/MTOR/TESK1/BAIAP2/ITGB5/RHPN2/PLS1/RHOC/SORBS3/SYNPO/NEDD9/TGFBR1/CX3CL1/EVL/SHANK3/PLS3/ESPNL/ESPN/SORBS1/PIK3R1/FSCN1/FLNA/PXN/EZR/STMN1/FHOD1/PFN2/FMN2/ACTG1/SPIRE1/CALD1/ADD1/PAWR/LCP1/SHANK1/ACTN1/CD47",51
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","70/3292","243/18870",7.45892928890835e-06,0.000535928356149036,0.00043860128667991,"PARP10/CAV1/VCP/CDC20/NMI/PLK1/HSP90AB1/PRICKLE1/SPHK1/NXN/OGT/UBE2C/DTX3L/ARRB2/RBX1/SASH1/ARRB1/UBE2L3/KDM1A/HSPBP1/BIRC7/TCF25/SKP1/PEF1/FBXO2/U2AF2/PINK1/HSP90AA1/PHF23/TRIM21/DNAJA1/DCUN1D5/PPIA/EGR1/UBB/CENPX/TGFBR1/DERL1/COPS9/PSMD10/LAPTM5/FYN/ARNT/BAG2/GNL3L/AKT1/PIAS4/COMMD1/SAE1/CAMLG/TRAF6/AIMP2/BEX4/PRKCE/SEPTIN4/DCUN1D4/COPS3/ITCH/BEX3/MUL1/UBQLN1/BEX2/GNL3/COPS5/LRRK2/TRIM44/HSPA1A/SPRY2/CTNNB1/UBE2I",70
"GO:0051607","GO:0051607","defense response to virus","90/3292","334/18870",8.40579373509842e-06,0.000597097916342048,0.000488662171681559,"PHB1/GBP1/GBP3/TNF/MX1/IL6/CD40/OAS2/OAS1/IFIH1/RSAD2/DTX3L/DDX56/SIRT2/IFIT3/MAVS/MARCHF2/PPM1B/NPLOC4/ARMC5/MYD88/ATAD3A/RAB7B/CHMP3/EIF2AK4/MX2/PML/HSP90AA1/CNOT7/PARP9/TRIM21/MLKL/GBP2/DHX16/RIOK3/MICB/IFI27/CXCL10/GBP5/TRIM22/NLRP1/POLR3G/POLR3E/TRIM8/TRIM28/TARBP2/IRF9/SPN/PQBP1/IRF7/CARD8/HSPA8/IRGM/SLFN13/IFIT2/IFI16/ZMYND11/TRIM41/GPAM/IFIT1/ZCCHC3/TSPAN6/TRAF6/CARD9/UFD1/OAS3/OASL/AIMP1/ADAR/TRIM27/DDX21/IFNAR2/PLSCR1/PHB2/F2RL1/DDX1/ITCH/DDIT4/TRIM38/MUL1/UBQLN1/RNASEL/TRIM13/SHFL/TKFC/UNC13D/TRIM44/IFI6/ABCF3/SERINC5",90
"GO:0051170","GO:0051170","import into nucleus","52/3292","166/18870",8.5429772284889e-06,0.000600024164666114,0.000491056999768848,"PRICKLE1/RAN/HNRNPA1/MDFIC/CDKN1A/EIF4ENIF1/TXNIP/IPO4/MAVS/KPNA4/KPNA2/LMNA/KPNB1/TNPO1/RGPD5/PML/HSP90AA1/NUP88/NOTCH1/BAG3/IPO11/SNUPN/HTATIP2/CRY2/PKIA/NUP214/ZPR1/NUP188/POM121/NUP107/TRIM28/RBM22/RANBP17/JUP/AKT1/FERMT1/PIK3R1/FLNA/CDAN1/DMAP1/TNPO3/PHB2/NFKBIA/CSE1L/IPO5/NUP62/NUP93/LRRK2/JAK2/IPO8/POM121C/SEC13",52
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","119/3292","470/18870",8.87709465516035e-06,0.000616563540993415,0.000504592748819641,"CCNB1/AURKA/CDC20/MEPCE/CDCA8/NES/PLK1/BUB1/BABAM1/PRMT2/FOXM1/DUSP1/FHL1/CKS1B/IER3/CDKN1A/CDC25B/UBE2C/CCNA2/SMARCD1/INHBA/RCC2/EGFR/ANAPC1/CUL1/SIRT2/ANAPC7/CCND2/MAD1L1/CUL4A/GTSE1/RPTOR/NBN/ADAM17/HYAL1/PML/CCNB2/GFI1/UBE2A/NPAT/DBF4/DLGAP5/ARID1A/KHDRBS1/KLHL22/ARID2/ADAMTS1/DBF4B/CCNG1/KIF14/PKIA/UBE2E2/AVEN/PSME2/ZPR1/CCNE1/INCENP/EIF4G1/DYNC1LI1/LATS2/WNT10B/PPP2CA/IK/SMARCB1/PRAP1/BIRC5/CCNF/ACTB/KDM8/AKT1/ANAPC2/USP47/ACVR1/MTA3/ID2/TPRA1/ABRAXAS1/TRIM39/ZW10/ESPL1/CENPF/MBLAC1/TACC3/BABAM2/CHMP4B/DLG1/E2F2/CACNB4/BTN2A2/PRKDC/PBRM1/ZFP36L2/NDC80/CALM3/BUB3/CDK10/PHB2/EIF4EBP1/ABCB1/SPC25/BRSK2/CHMP4C/INTS3/INO80/PLRG1/NACC2/ZFP36L1/ZNF830/DTL/SMARCD3/CTDSP1/BCL7B/FBXO7/PLK2/DPF2/MIIP/ARID1B/NEK11/GEN1",119
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","116/3292","456/18870",9.097999861379e-06,0.000624962605862419,0.000511466504642012,"ATF5/CCNB1/AURKA/CDC20/MEPCE/CDCA8/PLK1/BUB1/BABAM1/PRMT2/DUSP1/TCIM/FHL1/IER3/CDKN1A/CDC25B/UBE2C/SMARCD1/MACROH2A1/INHBA/MLF1/DTX3L/FAM83D/RCC2/EGFR/MDC1/SIRT2/ANAPC7/CCND2/MAD1L1/CUL4A/GTSE1/CCNQ/EIF2AK4/RPTOR/NBN/ADAM17/HYAL1/PML/PARP9/DBF4/DLGAP5/ARID1A/PRPF19/KLHL22/ARID2/ADAMTS1/DBF4B/CCNG1/KIF14/PKIA/UBE2E2/AVEN/PSME2/INCENP/EIF4G1/DYNC1LI1/WNT10B/METTL13/FANCD2/PPP2CA/IK/SMARCB1/PRAP1/BIRC5/ACTB/AKT1/USP47/ACVR1/MTA3/ID2/WDR76/TPRA1/CCAR2/ABRAXAS1/TRIM39/ZW10/ESPL1/CENPF/MBLAC1/BABAM2/SUSD2/DLG1/CAMSAP3/CACNB4/BTN2A2/PRKDC/DDRGK1/PBRM1/ZFP36L2/NDC80/BUB3/CDK10/PHB2/SPC25/CHMP4C/TTI1/INTS3/INO80/PLRG1/TELO2/NACC2/ZFP36L1/ZNF830/DTL/SMARCD3/CTDSP1/BCL7B/PLCG2/FBXO7/PLK2/DPF2/MIIP/ARID1B/NEK11/GEN1",116
"GO:0140546","GO:0140546","defense response to symbiont","90/3292","335/18870",9.55526308290593e-06,0.000649238581861358,0.00053133385106319,"PHB1/GBP1/GBP3/TNF/MX1/IL6/CD40/OAS2/OAS1/IFIH1/RSAD2/DTX3L/DDX56/SIRT2/IFIT3/MAVS/MARCHF2/PPM1B/NPLOC4/ARMC5/MYD88/ATAD3A/RAB7B/CHMP3/EIF2AK4/MX2/PML/HSP90AA1/CNOT7/PARP9/TRIM21/MLKL/GBP2/DHX16/RIOK3/MICB/IFI27/CXCL10/GBP5/TRIM22/NLRP1/POLR3G/POLR3E/TRIM8/TRIM28/TARBP2/IRF9/SPN/PQBP1/IRF7/CARD8/HSPA8/IRGM/SLFN13/IFIT2/IFI16/ZMYND11/TRIM41/GPAM/IFIT1/ZCCHC3/TSPAN6/TRAF6/CARD9/UFD1/OAS3/OASL/AIMP1/ADAR/TRIM27/DDX21/IFNAR2/PLSCR1/PHB2/F2RL1/DDX1/ITCH/DDIT4/TRIM38/MUL1/UBQLN1/RNASEL/TRIM13/SHFL/TKFC/UNC13D/TRIM44/IFI6/ABCF3/SERINC5",90
"GO:0006457","GO:0006457","protein folding","65/3292","223/18870",1.0238965938623e-05,0.000688212646046587,0.000563230044841064,"HSP90AB1/MPDU1/CLU/CCT3/HSPE1/CLGN/DNLZ/NGLY1/HSPBP1/DNAJB12/WDR83OS/PDIA5/HSPD1/VBP1/HSPH1/FKBP10/HSP90AA1/CCT5/PDIA4/PDCL3/BAG3/DNAJA1/AHSA1/NUDC/PPIA/CRYAB/DNAJC2/TXNDC5/PEX19/CCT6A/CCDC47/BAG2/PPIH/HSPA8/RUVBL2/CCT7/SDF2L1/CALR/PDRG1/UGGT1/TBCB/FKBP1B/WIPF1/PFDN6/FKBP2/DFFA/SIL1/ATF6/LMAN1/TOR1B/PPIF/PPIL1/PFDN5/CD74/TBCA/QSOX2/B2M/DNAJC7/KHSRP/PDCD5/HSPA1A/TTC1/NFYC/MESD/CCT2",65
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","33/3292","90/18870",1.03836498828991e-05,0.000690512717212792,0.000565112412439975,"CCNB1/CDC20/CDCA8/PLK1/BUB1/DUSP1/UBE2C/SMARCD1/ANAPC7/MAD1L1/DLGAP5/ARID1A/KLHL22/ARID2/INCENP/DYNC1LI1/IK/SMARCB1/PRAP1/BIRC5/ACTB/ZW10/ESPL1/CENPF/PBRM1/NDC80/BUB3/SPC25/SMARCD3/BCL7B/DPF2/ARID1B/GEN1",33
"GO:0032543","GO:0032543","mitochondrial translation","43/3292","130/18870",1.12183721470267e-05,0.00073816888727436,0.000604114001490859,"MRPL9/MRPS15/RCC1L/MRPS7/FASTKD2/MRPL27/MRPL51/MRPL35/MRPL3/TACO1/MTIF2/MRPL11/MRPL20/PTCD3/MTG2/MRPS22/AURKAIP1/MRPL23/MRPS34/MRPL22/MPV17L2/GADD45GIP1/HARS1/MRPL55/WARS2/MRPL54/MRPL45/MRPL39/MRPS16/MRPL58/MRPL15/TRUB2/MRPS18C/LARS2/RPUSD4/MRPS35/MRPL38/GATB/EARS2/YARS2/RMND1/MRPS11/GARS1",43
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","94/3292","355/18870",1.1592136692725e-05,0.000754817150689835,0.000617738863230742,"CCNB1/AURKA/CDC20/MEPCE/CDCA8/PLK1/BUB1/BABAM1/PRMT2/DUSP1/FHL1/IER3/CDKN1A/CDC25B/UBE2C/SMARCD1/INHBA/RCC2/EGFR/SIRT2/ANAPC7/CCND2/MAD1L1/CUL4A/GTSE1/RPTOR/NBN/ADAM17/HYAL1/PML/DLGAP5/ARID1A/KLHL22/ARID2/ADAMTS1/DBF4B/CCNG1/KIF14/PKIA/UBE2E2/AVEN/PSME2/INCENP/EIF4G1/DYNC1LI1/WNT10B/PPP2CA/IK/SMARCB1/PRAP1/BIRC5/ACTB/AKT1/USP47/ACVR1/MTA3/ID2/TPRA1/ABRAXAS1/TRIM39/ZW10/ESPL1/CENPF/MBLAC1/BABAM2/DLG1/CACNB4/BTN2A2/PRKDC/PBRM1/ZFP36L2/NDC80/BUB3/CDK10/PHB2/SPC25/CHMP4C/INTS3/INO80/PLRG1/NACC2/ZFP36L1/ZNF830/DTL/SMARCD3/CTDSP1/BCL7B/FBXO7/PLK2/DPF2/MIIP/ARID1B/NEK11/GEN1",94
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","10/3292","14/18870",1.30017205286177e-05,0.000837873763138036,0.000685712010516356,"TERF1/MACROH2A1/CCT3/CCT5/CCT6A/GNL3L/CCT7/DKC1/GNL3/CCT2",10
"GO:0000723","GO:0000723","telomere maintenance","49/3292","156/18870",1.4129027465295e-05,0.000901230109036319,0.000737562550819912,"HSP90AB1/TERF1/HNRNPA1/HNRNPA2B1/CCT3/MCRS1/PIF1/RPA1/NAT10/UPF1/EXOSC10/NHP2/NBN/PML/HSP90AA1/SMG5/CCT5/ATRX/HNRNPD/HNRNPC/XRCC6/CCNE1/CCT6A/ACTR8/NEK2/XRCC5/RTEL1/GNL3L/WRN/TFIP11/RUVBL2/CCT7/DCLRE1B/PNKP/DKC1/PRKDC/RUVBL1/INO80E/TEN1/INO80/TELO2/INO80D/INO80B/EXO1/GNL3/TFPT/PARP3/CTNNB1/CCT2",49
"GO:0061572","GO:0061572","actin filament bundle organization","51/3292","165/18870",1.56754362753592e-05,0.0009897692137098,0.000810022544372627,"RAPGEF3/LIMA1/PFN1/NRP1/PDLIM1/MET/ASAP3/SERPINF2/ARRB1/SDC4/LIMD2/ZYX/CORO1B/ARHGEF5/CCN2/MTOR/TESK1/BAIAP2/ITGB5/RHPN2/PLS1/RHOC/SORBS3/SYNPO/NEDD9/TGFBR1/CX3CL1/EVL/SHANK3/PLS3/ESPNL/ESPN/SORBS1/PIK3R1/FSCN1/FLNA/PXN/EZR/STMN1/FHOD1/PFN2/FMN2/ACTG1/SPIRE1/CALD1/ADD1/PAWR/LCP1/SHANK1/ACTN1/CD47",51
"GO:0051098","GO:0051098","regulation of binding","73/3292","262/18870",1.71369916870626e-05,0.00107123335035828,0.000876692416832886,"H1-0/LRP1/CAV1/ATP2A3/MAP2/AURKA/NES/PLK1/NRP1/RAN/SUMO3/PTPRF/MET/CDKN1A/HMGA2/DTX3L/HFE/DAZAP2/ARRB2/HIPK2/LAMTOR5/SIRT2/KDM1A/HMGB1/LRPAP1/APOE/HMGB2/RALB/NSD1/CCPG1/PARP9/TRIM21/ANXA2/CSNK1E/HDAC5/TIAM1/NIBAN2/NME1/HABP4/HJURP/PEX19/DERL1/SYMPK/EIF4G1/POU4F1/PPP2CA/ACTB/BAG2/GNL3L/AKT1/GTF2F1/IFIT2/TFIP11/IFI16/IFIT1/TRAF6/NEUROD1/STMN1/DDRGK1/EPB41/TXN/NFKBIA/PPP2CB/NUCKS1/ADD1/PEX14/DDX11/PSME3IP1/B2M/ATP2A2/LRRK2/JAK2/PPP1CA",73
"GO:0051310","GO:0051310","metaphase chromosome alignment","34/3292","96/18870",1.80982126096571e-05,0.0011201180893363,0.000916699460999828,"CCNB1/CDCA8/SPAG5/PMF1/FAM83D/RCC2/SIRT2/KIF22/KAT5/MAD1L1/PSRC1/CHMP3/KPNB1/CHMP6/NUDC/MAPRE1/KIF14/KNSTRN/RACGAP1/INCENP/NEK2/BIRC5/KIF2C/ABRAXAS1/ZW10/CENPF/CHMP4B/NDC80/BUB3/RRS1/SPC25/CHMP4C/SEH1L/NUP62",34
"GO:0032204","GO:0032204","regulation of telomere maintenance","36/3292","104/18870",1.85665776836863e-05,0.00113783997157572,0.000931202967417085,"TERF1/HNRNPA1/HNRNPA2B1/CCT3/MCRS1/PIF1/NAT10/UPF1/EXOSC10/NBN/PML/SMG5/CCT5/ATRX/HNRNPD/HNRNPC/CCT6A/ACTR8/NEK2/XRCC5/RTEL1/GNL3L/RUVBL2/CCT7/PNKP/DKC1/RUVBL1/INO80E/TEN1/INO80/INO80D/INO80B/GNL3/TFPT/CTNNB1/CCT2",36
"GO:0000302","GO:0000302","response to reactive oxygen species","60/3292","205/18870",1.92029132340536e-05,0.00116541175365116,0.000953767586280027,"H19/COL1A1/SOD2/MAPT/SPHK1/PEX10/IL6/MET/FBLN5/HMOX1/EGFR/TXNIP/GPR37L1/SOD1/APOE/SIRPA/RIPK1/CAPN2/STAT6/PINK1/HYAL1/PRDX2/TXNRD2/CYP1B1/ADPRS/MAPK7/CRYAB/MPV17L2/FYN/AKT1/PRDX3/PPARGC1B/UCP2/RHOB/SOD3/MAP2K4/FKBP1B/PXN/MYB/MMP3/NUDT15/AXL/TXN/ERN1/FOSL1/ATP7A/ZNF277/PPIF/PEX5/GPR37/PPP2CB/MAPK13/PEX14/PAWR/AGAP3/DHFR/LRRK2/FER/ZNF580/RLIG1",60
"GO:0032091","GO:0032091","negative regulation of protein binding","29/3292","77/18870",1.94445394090084e-05,0.00116872899851646,0.000956482404127337,"CAV1/ATP2A3/MAP2/AURKA/NES/PTPRF/CDKN1A/HFE/ARRB2/KDM1A/LRPAP1/RALB/CSNK1E/SYMPK/ACTB/BAG2/GNL3L/AKT1/GTF2F1/IFIT2/TFIP11/IFIT1/PEX14/DDX11/PSME3IP1/B2M/ATP2A2/LRRK2/PPP1CA",29
"GO:0032984","GO:0032984","protein-containing complex disassembly","69/3292","245/18870",1.96490356322153e-05,0.00116977258797122,0.000957336472907934,"PLEKHH2/VCP/FLII/NES/LIMA1/GSN/TNF/PEX10/EIF5A/HMGA1/SMARCD1/MICAL2/UPF1/CHMP3/CIB1/CHMP6/WDR1/PHF23/DNAJC6/GRWD1/CFL1/KIF18B/EIF5A2/ARID1A/WDR47/ARID2/WASHC2C/TPX2/PYM1/SET/SCAF8/SMARCB1/MAP1A/SCIN/KIF2C/JMJD4/MICAL3/VPS33A/HSPA8/IRGM/CRACD/LIX1L/TFIP11/MRPL58/TMOD1/SPTBN5/TMOD2/CHMP4B/ATXN7/SSRP1/LIX1/STMN1/ABCE1/CAPZA1/SH3GL3/F2RL1/MAP1LC3C/DDIT4/INSR/PEX5/UBQLN1/CHMP4C/ADD1/PEX14/SHFL/SMARCD3/ATP2A2/PPP1CA/NAPB",69
