"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035770","GO:0035770","ribonucleoprotein granule","80/3443","270/19886",3.69540147187589e-07,1.05318941948463e-05,7.63018117674779e-06,"VCP/CTSH/MAPT/PABPC4/PSMC3/EIF4ENIF1/TUBA1A/TUBB/DCPS/RBPMS/DAZAP2/HIPK2/TOP1/NCL/HNRNPL/DYNC1I1/FASTKD2/IGF2BP2/UPF1/IGF2BP1/PNRC2/RPTOR/PABPC1L/CPEB1/KPNB1/PSMC2/CSDE1/CNOT7/AGO4/KHNYN/TRIM21/PSMA2/PSMA6/MBNL1/RBM20/CAPRIN1/NFKBIZ/HABP4/PRKAA2/SYMPK/EIF4G1/CARHSP1/YBX1/PQBP1/AJUBA/UBAP2L/LARP1/HELZ/ACTB/PCBP1/TIAL1/LSM6/POLDIP3/PAN3/BTBD2/TRUB2/MEX3A/DDX6/TBRG4/FASTKD5/TAF5L/LIN28A/RPUSD4/LSM3/PSMA4/SNRPB2/DDX1/MAP1LC3C/SERPINB1/EIF3B/ZFP36L1/SHFL/RC3H1/ZC3H12B/CNOT1/EIF4E2/POLR2G/CNOT2/YTHDF3/CIRBP",80
"GO:0071013","GO:0071013","catalytic step 2 spliceosome","36/3443","91/19886",4.21849483253108e-07,1.15774247070575e-05,8.38765054421383e-06,"HNRNPM/SF3A1/RBM8A/HNRNPA1/ALYREF/HNRNPA2B1/HNRNPA3/HNRNPH1/DHX38/SNRPA1/SNRPF/DDX41/HNRNPC/PRPF19/DDX23/MTREX/PRPF6/MAGOH/SNRNP40/XAB2/EFTUD2/RBM22/TFIP11/SYNCRIP/CACTIN/MAGOHB/SF3B3/LSM3/SNRPB2/SART1/U2AF1/SNRNP200/LSM7/PLRG1/PPIL1/CWC15",36
"GO:0005774","GO:0005774","vacuolar membrane","126/3443","484/19886",7.24608293686146e-07,1.91762409150512e-05,1.38928657812005e-05,"LRP1/SYNGR1/ABCA2/PLD3/GAA/NPC1/ATG16L2/TPCN1/ANXA6/LYN/AHNAK/SLC39A14/PSAP/AP1M2/NEU1/HLA-DMB/MYO6/ECE1/DTX3L/LAPTM4B/LAMTOR5/ARRB1/CD63/SORT1/MARCHF2/GPR137C/SLC66A1/SLC37A3/MARCHF9/TSPAN1/DEPTOR/GNAQ/ITM2C/CHMP3/MTOR/VLDLR/LRBA/HLA-DMA/RPTOR/NCSTN/SLC7A5/EEF1A2/CHMP6/YWHAB/ABCA5/EVA1A/ATP6V0A1/DAGLB/UBXN6/SLC17A5/TMEM192/PRCP/AP5S1/ANXA2/ATP6V0A2/MAGT1/SPNS1/P2RX4/MGST1/HLA-DQB1/VTI1B/DRAM1/RAB37/AP2M1/SLC38A7/LITAF/SH3GLB1/PLEKHM2/WDR11/RRAGD/TM6SF1/ATP13A2/MFSD1/ABCA3/ATP6V1B2/HLA-DRB1/LAPTM5/SCARB2/MMD/CLCN4/AP2B1/VPS33A/HSPA8/IRGM/LNPEP/SLC11A2/CLTA/AP5B1/GPR143/SLCO4C1/AP3M1/SLC48A1/ZFYVE26/CHMP4B/ITFG2/SLC22A17/MARCHF8/MANBA/CYBRD1/RRAGB/SCARB1/TMEM179B/VPS35/BLOC1S2/SURF4/MAP1LC3C/STARD3NL/LRRC8E/CHMP4C/SIDT2/TMEM74/STK11IP/RILP/SEH1L/CD74/MTMR2/B2M/BORCS8/CYB561A3/TMEM59/TMEM199/DNAJC13/RRAGA/SPAG9/SEC13/ATP11B",126
"GO:0005874","GO:0005874","microtubule","122/3443","467/19886",8.91841213378862e-07,2.27880806590944e-05,1.6509583260371e-05,"TUBB4A/MAP2/AURKA/KIF5C/TUBA1B/KIF20A/PLK1/SPAG5/FIGN/MAPT/TUBB3/MX1/TUBA1C/KIF4A/TUBB6/REEP2/TUBA1A/TUBB4B/TUBB/TTLL6/CCT3/FSD1/SAA1/BBLN/KIF17/RCC2/KLC3/SIRT2/KIF22/LZTS2/DYNC1I1/TUBB2B/DYNC1I2/PSRC1/GTSE1/EML6/PARP4/CHMP3/MAP3K11/KLHL21/CEP170B/CHMP6/HSPH1/BAIAP2/MAPRE3/MX2/CCT5/ARFGEF2/KIF23/MAP7/KIF18B/NUDC/MAPRE1/NUSAP1/EFHC1/ASPM/TIAM1/KLHL22/KIF21B/WDR47/KIF3A/FEZ1/KIF14/TUBA4A/KIF12/DNAH12/NICN1/KNSTRN/KIF21A/TPX2/PCNT/RACGAP1/INCENP/TUBB2A/TOGARAM1/SLAIN1/CCT6A/DYNC1LI1/DPP9/NAV1/MAP1A/NEK2/BIRC5/SNPH/BAG2/ARL3/REEP4/KIF2C/TUBGCP6/CCT7/ZW10/DNAH3/TBCB/CHMP4B/BEX4/DPYSL2/FAM110A/DLG1/MTUS1/CAMSAP3/MACF1/STMN1/RNF4/HID1/GAS2L3/CALM3/CSNK1D/DNM3/MAP1LC3C/OPA1/CHMP4C/DNAH2/INO80/KATNAL1/TBCA/EML5/DNAL4/DNAI1/SARM1/SPRY2/KATNAL2/CCT2",122
"GO:0030684","GO:0030684","preribosome","40/3443","109/19886",1.00815825054023e-06,2.49015087883436e-05,1.80407265886146e-05,"UTP20/DHX37/EBNA1BP2/MRTO4/EIF6/RRP9/NAT10/EXOSC10/DNTTIP2/TSR1/WDR74/NIP7/PES1/NOC2L/NGDN/HEATR1/NOL6/RRP1/RIOK3/EMG1/BMS1/RRP15/NOB1/RPS19BP1/XRCC5/LAS1L/TBL3/LOC102724159/NOP9/UTP18/NSA2/LTV1/PRKDC/KRR1/RRS1/NOL7/IMP4/PNO1/WDR3/NOC4L",40
"GO:0005819","GO:0005819","spindle","113/3443","431/19886",1.85074324598412e-06,4.42387337185236e-05,3.20502225959898e-05,"TUBB4A/CCNB1/AURKA/CDC20/CDCA8/KIF20A/PLK1/SPAG5/TERF1/TUBB3/PMF1/KIF4A/TUBB6/CDC25B/TUBB4B/TUBB/BBLN/FAM83D/RCC2/SIRT2/KIF22/KAT5/SPOUT1/DYNC1I1/TUBB2B/ANAPC7/MAD1L1/PSRC1/HMMR/RAE1/PARP4/CHMP3/WDR62/TMEM201/KLHL21/CHMP6/MAPRE3/KIF23/SPIN1/KIF18B/NUDC/DIAPH1/DLGAP5/MAPRE1/DCUN1D5/NUSAP1/EFHC1/ASPM/STAG1/PRPF19/DCTN3/KLHL22/NEDD9/KIF3A/KIF14/SHCBP1/KNSTRN/TPX2/RACGAP1/INCENP/TUBB2A/TFDP2/DYNC1LI1/LATS2/PPP2CA/IK/CNTRL/NEK2/BIRC5/SLC25A5/ARL3/KIF2C/MICAL3/AKT1/POLDIP2/TUBGCP6/AAAS/CLTA/CCDC69/CCAR2/ZW10/ESPL1/CENPF/SEPTIN6/TACC3/BORA/TTLL12/CHMP4B/BEX4/FAM110A/MTUS1/CKAP2L/EPB41/CALM3/MAP7D1/CSNK1D/FMN2/WDR5/CHMP4C/UXT/PPP2CB/INO80/KATNAL1/DDX11/PKP4/NUP62/NR3C1/TADA2A/DIDO1/RAB11FIP4/PLK2/CTNNB1/KATNAL2",113
"GO:0043025","GO:0043025","neuronal cell body","125/3443","489/19886",2.19971032922092e-06,5.0937042311022e-05,3.69030351283773e-05,"TUBB4A/MAP2/AURKA/HCFC1/ANXA3/KIF5C/NGFR/HSP90AB1/MAPT/TUBB3/TNF/ASS1/RBM8A/CD40/PTPRF/ACVRL1/HDAC1/PPP2R1A/L1CAM/MCRS1/TOP1/AKAP12/GDI1/RAP1GAP/SIRT2/GRIP1/GABBR1/GRIN3B/MAST1/PTK7/TNFRSF1B/SOD1/ZNF385A/APOE/NEGR1/CAPN2/IGF2BP1/RPTOR/SLC6A6/CIB1/BAIAP2/GFRA1/HSP90AA1/CD22/LRP8/SEZ6L2/TXNRD2/SERPINF1/KCNK2/CSNK1E/RAB17/SYNPO/EFHC1/TIAM1/UBB/CRYAB/WDR47/P2RX4/ALCAM/CCNG1/FEZ1/GPM6A/KREMEN1/CNKSR2/VTI1B/PRKAA2/TPX2/ADORA2A/SLC38A7/ZPR1/PDE9A/SNAP25/ASTN2/SRD5A1/CX3CL1/GRIA4/ADAM11/ATP13A2/ENC1/MAP1A/FYN/SERPINI1/BMPR1B/EPHB2/DIP2B/C4A/TH/RIN3/FLNA/ITGA1/MAGOHB/MAPK8IP2/MAP2K4/KCNN2/TANC1/SEPTIN4/P2RX7/SLC1A1/VPS35/DBNL/YKT6/ATP7A/KCNN4/SMURF1/UNC5A/INSR/GAL/MUL1/PGRMC1/PRPH/CYFIP1/KCNC3/SLC8A2/CYGB/UCHL1/HCN3/NSMF/HPN/LRRK2/HMCN2/SCN1A/THY1/SOS1/PPP1CA/ATP1A3",125
"GO:0016363","GO:0016363","nuclear matrix","44/3443","128/19886",2.33522863792734e-06,5.24364975970958e-05,3.79893654016888e-05,"HNRNPM/FIGN/TGFB1I1/KIF4A/LMNB1/SMARCD1/HNRNPA2B1/DCAF7/ATN1/VIM/LMNA/HLTF/PML/GFI1/CFL1/ANXA2/CEBPB/PSMA6/STAG1/ARID2/NCOR2/ENC1/SCAF8/SMARCB1/ACTB/PIAS4/RUVBL2/SORBS1/CENPF/DGKQ/ATXN7/CLIC4/MYB/PBRM1/RUVBL1/ARFGEF1/PHF5A/PHB2/MBD1/RNASEL/CXXC1/NSMF/OGG1/SFPQ",44
"GO:0071005","GO:0071005","U2-type precatalytic spliceosome","23/3443","50/19886",2.43165913248133e-06,5.29958652108432e-05,3.83946178812842e-05,"SF3A1/SNRPA1/SNRPF/MFAP1/DHX16/SF3B4/PRPF6/PRPF31/LSM5/EFTUD2/IK/PRPF38A/LSM6/MAGOHB/ZMAT2/SF3B3/PHF5A/LSM3/SNRPB2/SART1/BUD13/SNRNP200/LSM7",23
"GO:0005643","GO:0005643","nuclear pore","36/3443","97/19886",2.53523225597444e-06,5.36744886193445e-05,3.88862691893824e-05,"RAN/EIF5A/KPNA4/MAD1L1/RAE1/CHMP3/KPNB1/CHMP6/MX2/RGPD5/NUP88/MVP/SNUPN/NUP214/MCM3AP/NUP188/POM121/NUP107/NUP210/RANBP17/NUP37/AAAS/CHMP4B/GLE1/NDC1/ENY2/PARP11/CHMP4C/CETN2/IPO5/SEH1L/NUP62/NUP93/UBE2I/POM121C/SEC13",36
"GO:0030496","GO:0030496","midbody","62/3443","204/19886",2.91809253138048e-06,6.0064071270915e-05,4.35154149416388e-05,"AURKA/EXOC7/CDCA8/KIF20A/PLK1/SPAG5/RAN/KIF4A/AGAP2/RCC2/GDI1/SIRT2/LZTS2/PSRC1/MARK4/NAT10/CHMP3/RALB/CHMP6/MAPRE3/KIF23/ANXA2/KEAP1/NUDC/ASPM/DCTN3/EXOC3/KIF14/SHCBP1/SH3GLB1/RACGAP1/INCENP/PDCD6IP/CNTRL/NEK2/BIRC5/ARL3/MICAL3/EXOC4/POLDIP2/WIZ/CCDC69/RASGEF1B/ZFYVE26/PKN1/CENPF/SEPTIN6/TTLL12/CHMP4B/KLHDC8B/CLIC4/RAB11FIP3/SSNA1/CHMP4C/DDX11/PKP4/NUP62/GNL3/SCCPDH/RAB11FIP4/ENTR1/MSRA",62
"GO:0031965","GO:0031965","nuclear membrane","86/3443","311/19886",3.29065448622174e-06,6.59020263321706e-05,4.77449157318091e-05,"ATP2A3/TMEM120B/PRICKLE1/MYOF/PTGDS/MX1/DHX37/TMEM43/LMNB1/DTX2/CLIC1/MYO6/PRNP/EGFR/ENO1/SORT1/ITGB4/KPNA4/GAPDH/CCND2/KPNA2/SH3BGRL2/GNAQ/DNAJB12/EI24/LMNA/TMEM18/TMEM201/KPNB1/CLMN/SPIN1/SLC52A3/TMEM38A/ATP5MF/INTS2/IFI27/ZC3HC1/DNAJC2/HABP4/MCM3AP/SYNE2/SMOX/POM121/NUP107/NUP210/SEPHS1/SHISA5/LYPLA1/RTEL1/EPC1/ARL6IP6/AAAS/UNC50/CENPF/TMEM147/NR4A1/UTP18/DCTN5/OSBPL6/TRIM27/ERN1/GLE1/SURF4/TOR1B/RBM15/NDC1/GTF3C3/WDR3/SYNE3/PLRG1/IPO5/AKIRIN1/TEX2/LMNB2/DTL/QSOX2/NUP62/NSMF/HPN/NUP93/SCRN1/SUN1/NOC4L/NEMP1/POM121C/ATP11B",86
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","73/3443","253/19886",3.43557656074894e-06,6.69937429346044e-05,4.85358461490848e-05,"VCP/CTSH/MAPT/PABPC4/PSMC3/EIF4ENIF1/TUBA1A/TUBB/DCPS/RBPMS/DAZAP2/HIPK2/TOP1/NCL/DYNC1I1/IGF2BP2/UPF1/IGF2BP1/PNRC2/RPTOR/PABPC1L/CPEB1/KPNB1/PSMC2/CSDE1/CNOT7/AGO4/KHNYN/TRIM21/PSMA2/PSMA6/MBNL1/RBM20/CAPRIN1/NFKBIZ/HABP4/PRKAA2/EIF4G1/CARHSP1/YBX1/PQBP1/AJUBA/UBAP2L/LARP1/HELZ/ACTB/PCBP1/TIAL1/LSM6/POLDIP3/PAN3/BTBD2/MEX3A/DDX6/TAF5L/LIN28A/LSM3/PSMA4/SNRPB2/DDX1/MAP1LC3C/SERPINB1/EIF3B/ZFP36L1/SHFL/RC3H1/ZC3H12B/CNOT1/EIF4E2/POLR2G/CNOT2/YTHDF3/CIRBP",73
"GO:0000932","GO:0000932","P-body","36/3443","99/19886",4.38684336774835e-06,8.33500239872187e-05,6.0385698179532e-05,"PSMC3/EIF4ENIF1/DCPS/RBPMS/TOP1/IGF2BP2/UPF1/IGF2BP1/PNRC2/CPEB1/PSMC2/CSDE1/CNOT7/AGO4/TRIM21/PSMA2/PSMA6/CAPRIN1/CARHSP1/AJUBA/LSM6/PAN3/BTBD2/MEX3A/DDX6/LIN28A/LSM3/PSMA4/ZFP36L1/SHFL/RC3H1/CNOT1/EIF4E2/POLR2G/CNOT2/YTHDF3",36
"GO:0019774","GO:0019774","proteasome core complex, beta-subunit complex","9/3443","11/19886",5.43837479193096e-06,0.000100745893020521,7.29887143127577e-05,"PSMB2/PSMB7/PSMB6/PSMB5/PSMB10/PSMB3/PSMB4/PSMB8/PSMB1",9
"GO:0071011","GO:0071011","precatalytic spliceosome","23/3443","53/19886",8.21950829752161e-06,0.000148552576791793,0.000107623857040719,"SF3A1/SNRPA1/SNRPF/MFAP1/DHX16/SF3B4/PRPF6/PRPF31/LSM5/EFTUD2/IK/PRPF38A/LSM6/MAGOHB/ZMAT2/SF3B3/PHF5A/LSM3/SNRPB2/SART1/BUD13/SNRNP200/LSM7",23
"GO:0005604","GO:0005604","basement membrane","33/3443","90/19886",8.82661012360049e-06,0.000154061014070889,0.000111614627709572,"COL5A1/APLP1/ENTPD2/THBS2/COL7A1/COL4A1/FRAS1/ITGB4/NID2/LOXL2/FBN1/COL18A1/COL4A2/P3H2/FREM2/EFEMP2/TNC/VWA1/COL4A5/SERPINF1/ANXA2/COL8A1/COL8A2/ADAMTS1/NTN1/SPN/LAMA1/ACHE/EFNA5/DLG1/DAG1/HMCN1/FBLN1",33
"GO:0005775","GO:0005775","vacuolar lumen","54/3443","176/19886",9.111055825694e-06,0.000154061014070889,0.000111614627709572,"PADI2/VCP/VCAN/ARSB/FUCA2/PLD3/GAA/EPDR1/FUCA1/CTSV/PSAP/TUBB4B/TUBB/NEU1/LGMN/PSMD1/SDC4/BGN/CSPG5/PDGFRB/IFI30/C3/LIPA/HYAL1/FABP5/HSP90AA1/ANXA2/SMPD1/GNS/CTSL/ARSA/SDC3/TXNDC5/PRDX6/PA2G4/CTSF/CTSB/ATP13A2/SCARB2/HSPA8/GYG1/VAT1/GLA/RNASET2/GPC5/MANBA/IDUA/CSPG4/STK11IP/CD74/UNC13D/TCN2/IDS/CCT2",54
"GO:0000123","GO:0000123","histone acetyltransferase complex","34/3443","94/19886",9.14802242796104e-06,0.000154061014070889,0.000111614627709572,"HCFC1/JADE2/BRD8/OGT/POLE4/MCRS1/KAT5/POLE3/ACTBL2/TAF6L/CREBBP/KAT6B/MSL3/EPC2/ING5/TADA2B/ACTB/POTEF/EPC1/RUVBL2/ATXN7/KAT6A/SF3B3/RUVBL1/DMAP1/TAF5L/WDR5/ACTG1/ENY2/TAF9/KANSL2/BRPF3/PHF20L1/TADA2A",34
"GO:0005938","GO:0005938","cell cortex","83/3443","305/19886",9.39842114825508e-06,0.000154760668241267,0.000112121515452868,"KRT19/RAPGEF3/CAV1/PLEKHH2/LANCL2/EXOC7/UNC13A/GSN/PFN1/PDZD4/MYO6/HFE/AKAP12/NCL/TNFAIP2/ENO1/TCHP/CAPN2/STXBP1/SHROOM4/CORO1C/WDR1/PLS1/PHLDB1/CTBP1/DLG4/MAPRE1/LASP1/SEPTIN3/NEDD9/EXOC3/SAPCD2/AKAP13/EXOC3L4/CORO1A/SNAP25/ASTN2/TPM4/CIB2/CRIP2/ACTB/POTEF/SCIN/MICAL3/AKT1/EXOC4/GLRX3/CLTA/RIMS3/FSCN1/TMOD1/FLNA/ARFIP2/SEPTIN6/SPTBN5/TRAF6/TBCB/FAM110A/PXN/EZR/SEPTIN4/EPB41/HMCN1/FRYL/MYL9/DBNL/FMN2/ITCH/SPIRE1/LLGL2/CALD1/KCNC3/EPB41L2/NSMF/RAI14/FER/NRBP1/CTSZ/AKT2/ACTN1/CTNNB1/GRK4/MYADM",83
"GO:0070603","GO:0070603","SWI/SNF superfamily-type complex","33/3443","92/19886",1.50631775019398e-05,0.000242648141933422,0.000175794520045522,"BRD8/CHD3/SMARCD1/HDAC1/MBD3/MCRS1/KAT5/POLE3/SS18/ARID1A/ARID2/BPTF/ACTR8/SMARCB1/ACTB/MTA3/RUVBL2/MYBBP1A/CHRAC1/PBRM1/RUVBL1/INO80E/DMAP1/DDX21/BRD9/INO80/INO80D/INO80B/SMARCD3/TFPT/BCL7B/DPF2/ARID1B",33
"GO:0031248","GO:0031248","protein acetyltransferase complex","35/3443","104/19886",4.03295801588595e-05,0.000635834444632231,0.000460651419507689,"HCFC1/JADE2/BRD8/OGT/POLE4/MCRS1/KAT5/POLE3/ACTBL2/TAF6L/CREBBP/KAT6B/MSL3/EPC2/ING5/TADA2B/ACTB/POTEF/EPC1/RUVBL2/ATXN7/KAT6A/SF3B3/RUVBL1/DMAP1/TAF5L/WDR5/ACTG1/ENY2/TAF9/KANSL2/BRPF3/PHF20L1/NAA38/TADA2A",35
"GO:0016607","GO:0016607","nuclear speck","104/3443","417/19886",4.51562982164288e-05,0.00069710035371612,0.000505037545841638,"MAPT/SF3A1/RBM8A/TCIM/TAP2/RBM19/ALYREF/EIF4ENIF1/RADX/DAZAP2/ZNF217/KIF22/TRIP12/POMP/LMNA/CPSF6/SLC2A4RG/U2AF2/SNRPA1/DNAJC11/CBY1/ATP6V0A1/BCLAF1/CDK12/DDX39A/CNOT7/USH1G/HDAC5/TOE1/NFKBIZ/TIMM50/PABPN1/PRPF19/SRSF3/MTREX/HBP1/CRY2/PRPF6/TRIM22/HABP4/DYRK1A/PRPF31/MAGOH/PRKAA2/SRSF6/FBXL4/CD2BP2/HP1BP3/SNRNP40/EFTUD2/PQBP1/IK/RTEL1/PPIH/NCAPG2/WRN/AP5Z1/PCBP1/SETD1A/TFIP11/IFI16/PPP4R3A/CACTIN/PLA2G6/POLDIP3/DGKQ/SAP130/KAT6A/SON/CACNB4/RMI2/PPP4R3B/METTL3/TAF5L/VIRMA/FYTTD1/PHF5A/TMEM179B/PPP1R8/SRSF2/SNRPB2/NRDE2/MBD1/SART1/GCAT/U2AF1/RBM15/MAML2/ZC3H13/PLRG1/CXXC1/ZC3H14/ZNF830/RSRC1/ALKBH5/NR3C1/PRPF40B/HECTD1/CWC15/HSPA1A/EAF2/OGG1/SFPQ/RBM39",104
"GO:0005741","GO:0005741","mitochondrial outer membrane","61/3443","217/19886",4.91695989578852e-05,0.00074356475158761,0.000538700224887678,"TOMM6/ASS1/AIFM2/RSAD2/HMOX1/SLC44A1/MAVS/HK2/CPT1A/ARMCX2/MTOR/TOMM22/TOMM40/THG1L/DNAJC11/PINK1/SNN/UBB/TOMM34/IFI27/MGST1/FIS1/PLD6/MIEF2/MOAP1/SH3GLB1/TRIM14/ARMCX3/ARMCX6/ACSL5/VDAC3/SAMM50/SLC11A2/COASY/VAT1/GPAM/ARMCX1/BCL2A1/MFN2/MFN1/HK1/PPP1R15A/SEPTIN4/CYB5B/QTRT1/MIGA2/QTRT2/MTARC2/PHB2/FUNDC2/ACSL1/OPA1/MICOS10/SPIRE1/MUL1/PGRMC1/MTX1/PLEC/LRRK2/SARM1/CASP8",61
"GO:1902493","GO:1902493","acetyltransferase complex","35/3443","105/19886",5.05269246201368e-05,0.000748809022870428,0.000542499611710943,"HCFC1/JADE2/BRD8/OGT/POLE4/MCRS1/KAT5/POLE3/ACTBL2/TAF6L/CREBBP/KAT6B/MSL3/EPC2/ING5/TADA2B/ACTB/POTEF/EPC1/RUVBL2/ATXN7/KAT6A/SF3B3/RUVBL1/DMAP1/TAF5L/WDR5/ACTG1/ENY2/TAF9/KANSL2/BRPF3/PHF20L1/NAA38/TADA2A",35
"GO:0000779","GO:0000779","condensed chromosome, centromeric region","53/3443","182/19886",5.3986839344652e-05,0.000784397018713473,0.000568282519417389,"CCNB1/AURKA/CDC20/PLK1/BUB1/SPAG5/PMF1/SUMO3/SMARCD1/RASSF2/KIF22/KAT5/SPOUT1/DYNC1I1/MAD1L1/CHMP3/CHMP6/CENPT/ATRX/CENPN/CEBPB/DCTN3/CENPX/ARID2/KNSTRN/HJURP/INCENP/CBX5/DYNC1LI1/NUP107/NUP37/SMARCB1/NEK2/BIRC5/ACTB/KIF2C/ZW10/CENPF/SEPTIN6/DCTN5/CHMP4B/KMT5C/PBRM1/NDC80/BUB3/SPC25/CHMP4C/ORC2/SEH1L/CENPU/PLK2/CENPA/SEC13",53
"GO:0005743","GO:0005743","mitochondrial inner membrane","120/3443","497/19886",5.73912630639867e-05,0.00081782549866181,0.000592500893980429,"CYP24A1/PHB1/GHITM/MRPL9/SFXN5/FPGS/LYN/ACAD11/MRPS15/RCC1L/CLU/RSAD2/MRPS7/MPC2/SLC25A23/SLC25A38/UQCRH/SLC25A35/NDUFA9/ATAD3A/MRPL27/MRPL51/HSPD1/MAIP1/MRPL35/RAB5IF/LETM2/TOMM40/ACADVL/DNAJC11/PINK1/MRPL3/DELE1/TYMS/CHCHD10/SLC25A28/CKMT1A/NDUFB8/ERAL1/ATP5PB/MRPL11/SLC25A34/MRPL20/ATP5MF/PTCD3/NDUFS3/EFHD1/MTG2/PLA2G4A/TIMM50/TIMM21/SPNS1/MRPS22/AURKAIP1/MRPL23/COQ7/MRPS34/ECSIT/TIMM8B/MRPL22/MPV17L2/GADD45GIP1/MRPL55/SLC27A1/SLC25A5/MRPL54/MRPL45/MCUB/HCCS/NDUFA10/COX6B2/MRPL39/SAMM50/ATAD3B/TIMM13/MRPS16/UCP2/MRPL58/MRPL15/COX6B1/LDHD/DHFR2/MRPS18C/DMAC1/CYC1/MRPS35/MRPL38/SDHC/SLC25A39/PHB2/GCAT/ABCB8/OPA1/TMEM242/MICOS10/TIMM22/FLVCR1/TAMM41/NDUFB4/ATP5MG/MTX1/NDUFS6/PRODH/COX1/TIMM44/SLC25A21/CRLS1/STOML2/TIMM23/LRRK2/IFI6/ATP5F1E/PET100/NDUFA3/UQCRFS1/NDUFAF6/ATP5MC1/MRPS11/UQCC4/SLC25A13",120
"GO:0030027","GO:0030027","lamellipodium","57/3443","201/19886",6.55332311323027e-05,0.000916228759793139,0.000663792410674765,"RAPGEF3/PLEKHH2/ARPIN/GSN/TUBB3/CD44/PARVA/ABLIM3/RNH1/CORO1B/IGF2BP1/TESK1/CIB1/CORO1C/BAIAP2/CFL1/NME2/CAPRIN1/CDC42BPB/PLXND1/ITGAV/PTPN13/NEDD9/ARAP3/SYNE2/CORO1A/SNAP25/STX4/PODXL/AJUBA/EVL/BCAR1/ACTB/NCKAP1/AKT1/RAB13/FGD2/PTPRM/PLCE1/FSCN1/TESC/PHPT1/DAG1/PXN/PALLD/ARPC5/FGD1/DBNL/STX3/CSPG4/ARPC3/CYFIP1/VASP/FER/ACTR3/NRBP1/CTNNB1",57
"GO:0030687","GO:0030687","preribosome, large subunit precursor","11/3443","19/19886",7.93076768182596e-05,0.00108827756522834,0.00078843889234527,"EBNA1BP2/MRTO4/EIF6/WDR74/NIP7/PES1/NOC2L/RRP15/LAS1L/NSA2/RRS1",11
"GO:0032432","GO:0032432","actin filament bundle","28/3443","79/19886",8.28163184316536e-05,0.00111576167196101,0.000808350667945327,"LIMA1/PDLIM1/TPM3/ABLIM3/ZYX/CORO1B/SHROOM4/PLS1/BAG3/FBLIM1/SYNPO/PDLIM7/CRYAB/MYH14/TPM4/TRIP6/PLS3/CNN2/TLNRD1/SORBS1/FSCN1/FLNA/PXN/PALLD/FHOD1/MYL9/LCP1/ACTN1",28
"GO:1904949","GO:1904949","ATPase complex","44/3443","146/19886",9.39245247431814e-05,0.00123742167868467,0.000896491307804786,"VCP/BRD8/CHD3/SMARCD1/HDAC1/MBD3/MCRS1/KAT5/POLE3/SS18/ATP6V0A1/ATP5PB/ATP5MF/ATP6V0A2/ARID1A/ARID2/BPTF/ACTR8/ATP6V1B2/SMARCB1/ACTB/PTPA/MTA3/RUVBL2/MYBBP1A/CHRAC1/PBRM1/RUVBL1/INO80E/DMAP1/DDX21/BRD9/ATP5MG/INO80/INO80D/INO80B/SMARCD3/TFPT/TMEM199/BCL7B/ATP5F1E/ATP5MC1/DPF2/ARID1B",44
"GO:0101031","GO:0101031","protein folding chaperone complex","18/3443","42/19886",9.51862829757435e-05,0.00123742167868467,0.000896491307804786,"HSP90AB1/CCT3/WDR83OS/CCT5/BAG3/HSPB8/CCT6A/CCDC47/BAG2/HSPA8/RUVBL2/CCT7/SDF2L1/PDRG1/PFDN6/RUVBL1/UXT/CCT2",18
"GO:0000313","GO:0000313","organellar ribosome","30/3443","89/19886",0.0001345982831654,0.00169046318348409,0.00122471229998848,"MRPL9/MRPS15/MRPS7/MRPL27/MRPL51/MRPL35/MRPL3/MRPL11/MRPL20/PTCD3/MTG2/MRPS22/AURKAIP1/MRPL23/MRPS34/MRPL22/MPV17L2/GADD45GIP1/MRPL55/MRPL54/MRPL45/MRPL39/MRPS16/MRPL58/MRPL15/NSUN4/MRPS18C/MRPS35/MRPL38/MRPS11",30
"GO:0005761","GO:0005761","mitochondrial ribosome","30/3443","89/19886",0.0001345982831654,0.00169046318348409,0.00122471229998848,"MRPL9/MRPS15/MRPS7/MRPL27/MRPL51/MRPL35/MRPL3/MRPL11/MRPL20/PTCD3/MTG2/MRPS22/AURKAIP1/MRPL23/MRPS34/MRPL22/MPV17L2/GADD45GIP1/MRPL55/MRPL54/MRPL45/MRPL39/MRPS16/MRPL58/MRPL15/NSUN4/MRPS18C/MRPS35/MRPL38/MRPS11",30
"GO:0000776","GO:0000776","kinetochore","49/3443","171/19886",0.000156062694978083,0.00192737428297933,0.00139635042875127,"CCNB1/AURKA/CDC20/PLK1/BUB1/SPAG5/PMF1/SUMO3/SMARCD1/RASSF2/KIF22/KAT5/SPOUT1/DYNC1I1/MAD1L1/CHMP3/CHMP6/CENPT/CENPN/DCTN3/CENPX/ARID2/KNSTRN/HJURP/INCENP/CBX5/DYNC1LI1/NUP107/NUP37/SMARCB1/NEK2/BIRC5/ACTB/KIF2C/ZW10/CENPF/SEPTIN6/DCTN5/CHMP4B/PBRM1/NDC80/BUB3/SPC25/CHMP4C/ORC2/SEH1L/CENPU/PLK2/SEC13",49
